MOVIE_NAME,DOMESTIC_OPENING,FOREIGN_TOTAL,BUDGET,GENRE,RELEASE_DATE
Life After Beth,15843,0,0,Comedy,2014-08-15 00:00:00
Advanced Style,6500,0,0,Documentary,2014-09-26 00:00:00
Visitors (2014),9094,0,0,Documentary,2014-01-24 00:00:00
Watermark,7724,0,0,Foreign,2014-04-04 00:00:00
12 O'Clock Boys,44108,0,0,Documentary,2014-01-31 00:00:00
Water & Power,39428,0,0,Crime Drama,2014-05-02 00:00:00
Fort McCoy,4070,0,0,Drama,2014-08-15 00:00:00
Whitey:USA v. James J. Bulger,14287,0,0,Documentary,2014-06-27 00:00:00
Just a Sigh,11500,1200000,0,Foreign,2014-03-21 00:00:00
Better Living Through Chemistry,46435,0,0,Comedy,2014-03-14 00:00:00
Veil of Tears,44358,0,0,Documentary,2014-03-28 00:00:00
"Flamenco, Flamenco",1259,0,0,Foreign,2014-07-18 00:00:00
"Je T'aime, Je T'aime (2014 re-issue)",12869,0,0,Foreign,2014-02-14 00:00:00
A Letter to Momo,4596,6677000,0,Animation,2014-07-23 00:00:00
The Better Angels,4246,0,0,Drama,2014-11-07 00:00:00
Take Me to the River,25588,0,0,Documentary,2014-09-12 00:00:00
For No Good Reason,4516,0,0,Documentary,2014-04-25 00:00:00
The Notebook (2014),3127,0,0,Foreign,2014-08-29 00:00:00
Through a Lens Darkly,9456,0,0,Documentary,2014-08-27 00:00:00
Art of the Steal,40003,0,0,Comedy,2014-03-14 00:00:00
Jealousy,5533,0,0,Foreign,2014-08-15 00:00:00
Heropanti,32831,0,0,Foreign,2014-05-23 00:00:00
No Tears for the Dead,8329,0,0,Foreign,2014-06-13 00:00:00
The Last Sentence,9020,265000,0,Foreign,2014-06-20 00:00:00
Young and Beautiful,4607,0,0,Foreign,2014-04-25 00:00:00
Siddharth,4564,0,0,Foreign,2014-06-27 00:00:00
Bicycling with Moliere,3896,10700000,0,Foreign,2014-04-23 00:00:00
Frontera,10962,0,0,Drama,2014-09-05 00:00:00
Wetlands,6488,10501000,0,Foreign,2014-09-05 00:00:00
Cheap Thrills,18638,0,0,Comedy Thriller,2014-03-21 00:00:00
Walk of Shame,39751,0,0,Romantic Comedy,2014-05-02 00:00:00
The One I Wrote For You,48643,0,0,Drama,2014-12-05 00:00:00
Sagrada:The Mystery of Creation,2009,0,0,Documentary,2014-09-12 00:00:00
The Conformist (2014 re-release),0,0,0,Foreign,2014-08-29 00:00:00
Rudderless,37440,0,0,Comedy / Drama,2014-10-17 00:00:00
Borgman,5317,952000,0,Foreign,2014-06-06 00:00:00
The Rocket (2014),4621,0,0,Foreign,2014-01-10 00:00:00
Ilo Ilo,8775,1100000,0,Foreign,2014-04-04 00:00:00
The Bag Man,29231,0,0,Crime Drama,2014-02-28 00:00:00
Big Men,7539,0,0,Documentary,2014-03-14 00:00:00
In Bloom,9280,0,0,Foreign,2014-01-10 00:00:00
Hellion,7601,0,0,Drama,2014-06-13 00:00:00
Starred Up,10358,0,0,Drama,2014-08-27 00:00:00
Half of a Yellow Sun,4843,0,0,Drama,2014-05-16 00:00:00
Low Down,5278,0,0,Drama,2014-10-24 00:00:00
Hateship Loveship,6015,0,0,Drama,2014-04-11 00:00:00
"1,000 Times Good Night",24120,0,0,Foreign,2014-10-24 00:00:00
At Middleton,33768,0,0,Romance,2014-01-31 00:00:00
Ping Pong Summer,25781,0,0,Comedy,2014-06-06 00:00:00
To Be Takei,22846,0,0,Documentary,2014-08-22 00:00:00
The Missing Picture,10148,0,0,Foreign,2014-03-19 00:00:00
The Retrieval,7232,0,0,Drama,2014-03-14 00:00:00
The Discoverers,7166,0,0,Comedy / Drama,2014-05-16 00:00:00
NOW:In the Wings on a World Stage,21500,0,0,Documentary,2014-05-02 00:00:00
Shirin in Love,0,0,0,Romantic Comedy,2014-03-14 00:00:00
The Internet's Own Boy,21705,0,0,Documentary,2014-06-27 00:00:00
A Birder's Guide to Everything,21602,0,0,Comedy,2014-03-21 00:00:00
American Mustang,7906,0,0,Family,2014-01-17 00:00:00
Viva La Liberta,5272,0,0,Foreign,2014-11-07 00:00:00
Lucky Them,3728,0,0,Romantic Comedy,2014-05-30 00:00:00
Decoding Annie Parker,16781,0,0,Drama,2014-05-02 00:00:00
Alphaville (2013 re-release),7298,0,0,Foreign,2014-02-07 00:00:00
A Master Builder,7017,0,0,Drama,2014-07-23 00:00:00
Monk With a Camera,0,0,0,Documentary,2014-11-21 00:00:00
Filmistaan,31113,0,0,Foreign,2014-06-06 00:00:00
Return to The Hiding Place,36942,0,0,Historical Drama,2014-05-23 00:00:00
Ai Weiwei:The Fake Case,5066,0,0,Documentary,2014-05-16 00:00:00
There's No Place Like Utopia,30710,0,0,Documentary,2014-07-18 00:00:00
The Dog,12431,0,0,Documentary,2014-08-08 00:00:00
If You Build It,4949,0,0,Documentary,2014-01-10 00:00:00
Road to Ninja - Naruto the Movie,19017,17278965,0,Animation,2014-08-29 00:00:00
Next Goal Wins,2568,0,0,Documentary,2014-04-25 00:00:00
Interior. Leather Bar.,5218,0,0,Drama,2014-01-03 00:00:00
Blood Ties (2014),26912,2373000,0,Crime Drama,2014-03-21 00:00:00
The Last Of The Unjust,14328,0,0,Documentary,2014-02-07 00:00:00
Teenage,8000,0,0,Documentary,2014-03-14 00:00:00
Child of God,27630,0,0,Drama,2014-08-01 00:00:00
Expedition to the End of the World,6635,0,0,Documentary,2014-08-20 00:00:00
7 Boxes,6447,266900,0,Foreign / Action,2014-02-07 00:00:00
Dead Snow 2:Red vs. Dead,17331,0,0,Horror Comedy,2014-10-10 00:00:00
Not Cool,10329,0,0,Comedy,2014-09-19 00:00:00
Le Jour Se Leve (2014 re-release),11864,0,0,Foreign,2014-11-14 00:00:00
That Man From Rio,0,0,0,Foreign,2014-08-22 00:00:00
Beneath the Harvest Sky,16768,0,0,Drama,2014-04-25 00:00:00
This Ain't No Mouse Music!,15982,0,0,Documentary,2014-09-19 00:00:00
Expelled from Paradise,18869,0,0,Animation,2014-12-13 00:00:00
Tiger & Bunny The Movie:The Rising,23171,0,0,Animation,2014-03-14 00:00:00
Filth,7526,8300000,0,Crime,2014-05-30 00:00:00
Rocks in my Pockets,4674,0,0,Animation,2014-09-03 00:00:00
White Bird in a Blizzard,6302,0,0,Drama,2014-10-24 00:00:00
It Felt Like Love,8211,0,0,Drama,2014-03-21 00:00:00
K:Missing Kings,0,0,0,Animation,2014-07-18 00:00:00
Big Bad Wolves,6342,0,0,Foreign,2014-01-17 00:00:00
A Field in England,9498,0,0,Historical Drama,2014-02-07 00:00:00
For a Woman,6530,1200000,0,Foreign,2014-05-02 00:00:00
The Hero of Color City,24260,0,0,Animation,2014-10-03 00:00:00
Bird People,7443,0,0,Romance,2014-09-12 00:00:00
Abuse of Weakness,9140,0,0,Foreign,2014-08-15 00:00:00
The Passionate Thief (2014 re-release),8677,0,0,Foreign,2014-12-05 00:00:00
Documented,5422,0,0,Documentary,2014-05-02 00:00:00
Happy Christmas,7523,0,0,Comedy / Drama,2014-07-25 00:00:00
Jimmy P,7191,0,0,Drama,2014-02-14 00:00:00
Southern Baptist Sissies,5200,0,0,Drama,2014-02-21 00:00:00
A Long Way Off,1926,0,0,Drama,2014-05-16 00:00:00
Manakamana,3635,0,0,Documentary,2014-04-18 00:00:00
Yellow Day,29144,0,0,Family,2014-09-19 00:00:00
Othello (2014 re-release),6010,0,0,Drama,2014-04-25 00:00:00
Why Don't You Play in Hell,5060,1200000,0,Foreign,2014-11-07 00:00:00
Stations of the Elevated,9423,0,0,Documentary,2014-10-17 00:00:00
Closed Curtain,5002,0,0,Foreign,2014-07-09 00:00:00
The King and the Mockingbird,3721,0,0,Animation,2014-11-21 00:00:00
Lilting,1567,0,0,Drama,2014-09-26 00:00:00
Last Weekend,2661,0,0,Comedy,2014-08-29 00:00:00
Elena (2014),10341,0,0,Documentary,2014-05-30 00:00:00
Christian Mingle,19836,0,0,Romantic Comedy,2014-10-10 00:00:00
Level Five,7161,0,0,Foreign,2014-08-15 00:00:00
Adult World,3783,0,0,Comedy,2014-02-14 00:00:00
Born to Fly:Elizabeth Streb vs. Gravity,8406,0,0,Documentary,2014-09-10 00:00:00
Happy Valley (2014),9047,0,0,Documentary,2014-11-21 00:00:00
Believe Me,0,0,0,Comedy,2014-09-26 00:00:00
A Tale of Winter (Conte d'hiver),3802,0,0,Foreign,2014-12-19 00:00:00
Video Games:The Movie,12759,0,0,Documentary,2014-07-18 00:00:00
Short Peace,0,0,0,Animation,2014-03-03 00:00:00
Two Lives,1303,0,0,Foreign,2014-02-28 00:00:00
Grand Piano,2964,0,0,Thriller,2014-03-07 00:00:00
May in the Summer,22004,112000,2000000,Comedy / Drama,2014-08-22 00:00:00
Bright Days Ahead,4919,1414579,0,Foreign,2014-04-25 00:00:00
The Decent One,0,0,0,Documentary,2014-10-01 00:00:00
Memphis,0,0,0,Drama,2014-09-05 00:00:00
The Sacrifice,0,0,0,Drama,2014-11-12 00:00:00
Lekar Hum Deewana Dil,14418,0,0,Foreign,2014-07-04 00:00:00
The Great Flood,3596,0,0,Documentary,2014-01-08 00:00:00
Run and Jump,3944,0,0,Drama,2014-01-24 00:00:00
The Past is a Grotesque Animal,0,0,0,Documentary,2014-06-20 00:00:00
Uzumasa Limelight,10090,0,0,Foreign,2014-12-05 00:00:00
A Picture of You,5650,0,0,Drama,2014-06-20 00:00:00
Guardian Angel,12624,0,0,Action Drama,2014-10-17 00:00:00
Peter Brook:The Tightrope,6768,0,0,Documentary,2014-01-31 00:00:00
Actress (2014),4880,0,0,Documentary,2014-11-07 00:00:00
Watchers of the Sky,7473,0,0,Documentary,2014-10-17 00:00:00
The Kill Team,0,0,0,Documentary,2014-07-25 00:00:00
Test,0,0,0,Drama,2014-06-06 00:00:00
Tasting Menu,6010,0,0,Comedy,2014-04-18 00:00:00
Two Night Stand,15600,0,0,Romantic Comedy,2014-09-26 00:00:00
Who is Dayani Cristal?,5712,0,0,Documentary,2014-04-25 00:00:00
Journey to the West,7456,0,0,Foreign,2014-03-07 00:00:00
One Day Pina Asked...,1756,0,0,Documentary,2014-04-04 00:00:00
Kelly & Cal,5387,0,0,Comedy,2014-09-05 00:00:00
The Homestretch,8373,0,0,Documentary,2014-09-12 00:00:00
Stand Clear of the Closing Doors,7000,0,0,Drama,2014-05-23 00:00:00
Accident,5798,0,0,Drama,2014-05-23 00:00:00
Goodbye To All That,0,0,0,Drama,2014-12-17 00:00:00
Cold Comes the Night,11603,0,0,Thriller,2014-01-10 00:00:00
Hank and Asha,6192,0,0,Romantic Comedy,2014-04-11 00:00:00
Burning Bush,0,0,0,Foreign,2014-06-11 00:00:00
Magician:The Astonishing Life and Work of Orson Welles,7130,0,0,Documentary,2014-12-10 00:00:00
Levitated Mass,4589,0,0,Documentary,2014-09-05 00:00:00
Barefoot,11767,0,0,Comedy / Drama,2014-02-21 00:00:00
Horses of God,2251,0,0,Foreign,2014-05-14 00:00:00
Last Passenger,9326,0,0,Action Thriller,2014-04-25 00:00:00
Exhibition,0,0,0,Drama,2014-06-20 00:00:00
13 Sins,9261,0,0,Thriller,2014-04-18 00:00:00
The Pretty One,1484,0,0,Comedy,2014-02-07 00:00:00
Tosca's Kiss (2014 re-release),418,0,0,Documentary,2014-06-06 00:00:00
Fifi Howls From Happiness,2728,0,0,Documentary,2014-08-08 00:00:00
War of the Worlds:Goliath,13385,0,0,Animation,2014-03-07 00:00:00
A Long Way Down,1426,7163000,0,Comedy / Drama,2014-07-11 00:00:00
Camp X-Ray,1316,0,0,Drama,2014-10-17 00:00:00
Days and Nights,6003,0,0,Drama,2014-09-26 00:00:00
Sol LeWitt,4051,0,0,Documentary,2014-05-07 00:00:00
The Pleasures of Being Out of Step,1846,0,0,Documentary,2014-05-16 00:00:00
K2:Siren of the Himalayas,1421,0,0,Documentary,2014-08-22 00:00:00
Alien Abduction,10514,0,0,Sci-Fi Horror,2014-04-04 00:00:00
Concerning Violence,0,0,0,Documentary,2014-12-05 00:00:00
Special ID,6153,0,0,Foreign / Action,2014-03-07 00:00:00
Bhopal:A Prayer for Rain,5948,0,0,Drama,2014-11-07 00:00:00
Boy Meets Girl,0,0,0,Foreign,2014-08-08 00:00:00
Touch the Wall,6200,0,0,Documentary,2014-11-28 00:00:00
Wolves,0,0,0,Action Horror,2014-11-14 00:00:00
In No Great Hurry:13 Lessons in Life with Saul Leiter,6100,0,0,Documentary,2014-01-03 00:00:00
The French Minister,3800,5100000,0,Foreign,2014-03-21 00:00:00
Queen Margot (2014 re-release),4985,0,0,Foreign,2014-05-09 00:00:00
Revenge of the Mekons,2354,0,0,Documentary,2014-10-29 00:00:00
Falcon Rising,8691,0,0,Action / Adventure,2014-09-05 00:00:00
Life of Riley,11616,2338000,7300000,Foreign,2014-10-24 00:00:00
Living is Easy with Eyes Closed,11600,2591825,0,Foreign,2014-06-27 00:00:00
You're Not You,9226,0,0,Drama,2014-10-10 00:00:00
The Great Invisible,2348,0,0,Documentary,2014-10-29 00:00:00
The Final Member,2064,0,0,Documentary,2014-04-18 00:00:00
The Amazing Catfish,733,0,0,Foreign,2014-06-13 00:00:00
Dishkiyaoon,8173,0,0,Foreign,2014-03-28 00:00:00
Policeman,7379,27000,0,Foreign,2014-06-13 00:00:00
Pay 2 Play:Democracy's High Stakes,2233,0,0,Documentary,2014-09-05 00:00:00
The Players,6674,24600000,0,Foreign,2014-04-04 00:00:00
As It Is In Heaven,531,0,0,Drama,2014-07-18 00:00:00
Inside the Mind of Leonardo Da Vinci in 3D,0,0,0,Documentary,2014-12-19 00:00:00
"Norte, the End of History",2164,0,0,Foreign,2014-06-20 00:00:00
Stray Dogs,2998,0,0,Foreign,2014-09-12 00:00:00
The Endless Summer (2014 re-release),0,0,0,Documentary,2014-07-23 00:00:00
Before I Disappear,2676,0,0,Comedy / Drama,2014-11-28 00:00:00
Kabbalah Me,2196,0,0,Documentary,2014-08-22 00:00:00
Marius,9781,2240000,0,Foreign,2014-07-04 00:00:00
"If You Don't, I Will",1707,0,0,Foreign,2014-12-17 00:00:00
On the Other Side of the Tracks,5923,25100000,0,Foreign,2014-04-04 00:00:00
In the House of Flies,3500,0,0,Thriller,2014-05-09 00:00:00
Radio Free Albemuth,5553,0,0,Sci-Fi,2014-06-27 00:00:00
The Immortalists,0,0,0,Documentary,2014-11-26 00:00:00
Honeymoon,4131,0,0,Horror,2014-09-12 00:00:00
The Sacrament,583,0,0,Horror,2014-06-06 00:00:00
The Cabinet of Dr. Caligari (2014 re-release),0,0,0,Horror,2014-10-31 00:00:00
Fanny,1872,0,0,Foreign,2014-07-25 00:00:00
Comet,0,0,0,Comedy / Drama,2014-12-05 00:00:00
The Mystery of Happiness,382,3155000,0,Foreign,2014-09-12 00:00:00
The Quitter,5588,0,0,Comedy / Drama,2014-09-12 00:00:00
Canopy,3042,0,0,Adventure,2014-08-29 00:00:00
Almost Human,2722,0,0,Sci-Fi Horror,2014-02-21 00:00:00
Red Hollywood,4760,0,0,Documentary,2014-08-15 00:00:00
Love is in the Air,4937,0,0,Foreign,2014-01-31 00:00:00
Eternity the Movie,1582,0,0,Comedy,2014-10-17 00:00:00
Gringo Trails,158,0,0,Documentary,2014-04-19 00:00:00
Life Partners,2665,0,0,Romantic Comedy,2014-12-05 00:00:00
Empty Hours,1366,0,0,Foreign,2014-07-11 00:00:00
Gladiators of Rome,1920,10071000,0,Animation,2014-11-11 00:00:00
Next Year Jerusalem,2590,0,0,Documentary,2014-05-16 00:00:00
Rigor Mortis,7865,0,0,Foreign / Horror,2014-06-06 00:00:00
Archipelago,7791,491598,655605,Drama,2014-06-27 00:00:00
Faith Connections,0,0,0,Documentary,2014-09-12 00:00:00
Come Back to Me,4156,0,0,Horror,2014-07-25 00:00:00
Iceman (2014),4698,26000000,0,Foreign / Action,2014-09-19 00:00:00
The Little Bedroom,2981,0,0,Foreign,2014-09-26 00:00:00
Raze,3453,0,0,Action Horror,2014-01-10 00:00:00
I Am Ali,4178,0,0,Documentary,2014-10-10 00:00:00
The Strange Color of Your Body's Tears,1535,0,0,Foreign,2014-08-29 00:00:00
ABCs of Death 2,4022,0,0,Horror,2014-10-31 00:00:00
Stage Fright (2014),3562,0,0,Horror,2014-05-09 00:00:00
Plot for Peace,2554,0,0,Documentary,2014-10-31 00:00:00
Very Good Girls,4102,0,0,Drama,2014-07-25 00:00:00
Pioneer,1857,0,0,Thriller,2014-12-05 00:00:00
"No God, No Master",0,0,0,Crime Thriller,2014-03-28 00:00:00
Before You Know It,1591,0,0,Documentary,2014-05-30 00:00:00
Will You Still Love Me Tomorrow,2969,0,0,Foreign,2014-01-17 00:00:00
Aatsinki:The Story of Arctic Cowboys,2842,0,0,Documentary,2014-01-24 00:00:00
Life of a King,4231,0,0,Drama,2014-01-17 00:00:00
Jews of Egypt,2179,0,0,Documentary,2014-03-28 00:00:00
The Adventurer:The Curse of the Midas Box,4756,0,0,Family Adventure,2014-01-10 00:00:00
Manuscripts Don't Burn,0,0,0,Foreign,2014-07-25 00:00:00
Tip Top,0,0,0,Foreign,2014-12-12 00:00:00
Love and Air Sex,0,0,0,Comedy,2014-02-07 00:00:00
Cavemen,3544,0,0,Romantic Comedy,2014-02-07 00:00:00
Gang of Ghosts,4520,0,0,Foreign,2014-03-21 00:00:00
The Strange Little Cat,3594,0,0,Foreign,2014-08-01 00:00:00
"2 Autumns, 3 Winters",2163,0,0,Foreign,2014-06-06 00:00:00
The Devil's Hand,4239,0,0,Horror,2014-10-10 00:00:00
Papirosen,0,0,0,Documentary,2014-01-24 00:00:00
Kid Cannabis,5565,0,0,Drama,2014-04-18 00:00:00
Gabrielle (2014),3024,222000,0,Foreign,2014-04-18 00:00:00
Flex is Kings,3152,0,0,Documentary,2014-04-04 00:00:00
The Only Real Game,1130,0,0,Documentary,2014-03-07 00:00:00
Return to Nuke 'Em High Volume 1,3226,0,0,Horror Comedy,2014-01-10 00:00:00
Sleepwalker,2636,0,0,Horror,2014-11-21 00:00:00
Nothing Bad Can Happen,2853,0,0,Foreign,2014-06-27 00:00:00
Half the Road,1613,0,0,Documentary,2014-04-18 00:00:00
Death Metal Angola,895,0,0,Documentary,2014-11-07 00:00:00
Smiling Through the Apocalypse,2590,0,0,Documentary,2014-09-12 00:00:00
Unrelated,4,529,154463,0,Drama,2014-06-27 00:00:00
The Truth About Emanuel,0,0,0,Thriller,2014-01-10 00:00:00
Anna,2541,0,0,Thriller,2014-06-06 00:00:00
Free the Nipple,606,0,0,Drama,2014-12-12 00:00:00
Thunder and the House of Magic!,4091,64193114,0,Animation,2014-09-05 00:00:00
Maidan,1847,0,0,Documentary,2014-12-12 00:00:00
Beyond Outrage,1938,16211978,0,Foreign,2014-01-03 00:00:00
Swim Little Fish Swim,0,0,0,Comedy,2014-09-19 00:00:00
Hollidaysburg,1713,0,0,Comedy,2014-09-19 00:00:00
The Word,3648,0,0,Thriller,2014-03-14 00:00:00
Stop the Pounding Heart,2363,0,0,Documentary,2014-09-19 00:00:00
Hide Your Smiling Faces,0,0,0,Drama,2014-03-28 00:00:00
Evolution of a Criminal,0,0,0,Documentary,2014-10-10 00:00:00
Locker 13,2468,0,0,Thriller,2014-03-28 00:00:00
The Hacker Wars,2958,0,0,Documentary,2014-10-17 00:00:00
Aftermath (2014),1124,0,0,Crime Thriller,2014-11-28 00:00:00
Life's a Breeze,1361,99668,0,Comedy / Drama,2014-09-19 00:00:00
Age of Uprising:The Legend of Michael Kohlhaas (U.S. only),3313,797000,0,Foreign,2014-05-30 00:00:00
The Girl on the Train (2014),211,0,0,Drama,2014-07-04 00:00:00
Showrunners:The Art of Running a TV Show,3100,0,0,Documentary,2014-10-31 00:00:00
What Now? Remind Me,1434,0,0,Foreign,2014-08-08 00:00:00
French Gigolo (Cliente),3021,6003708,,Foreign,2014-03-21 00:00:00
Fatal Assistance,3000,0,0,Documentary,2014-02-28 00:00:00
V/H/S:Viral,1221,0,0,Horror,2014-11-21 00:00:00
Black Out,1749,0,0,Foreign / Action,2014-02-21 00:00:00
Mercedes Sosa:The Voice of Latin America,1415,0,0,Documentary,2014-01-24 00:00:00
Refuge,1274,0,0,Drama,2014-03-28 00:00:00
Indigo Children,1829,0,0,Drama,2014-01-17 00:00:00
Jake Squared,1681,0,0,Comedy / Drama,2014-08-15 00:00:00
McCanick,1929,0,0,Drama,2014-03-21 00:00:00
Two-Bit Waltz,136,0,0,Comedy,2014-10-24 00:00:00
The Wait,161,0,0,Drama / Thriller,2014-01-10 00:00:00
The Protector 2,270,3300000,0,Foreign / Action,2014-05-02 00:00:00
Evergreen:The Road to Legalization,189,0,0,Documentary,2014-06-13 00:00:00
Moebius,876,0,0,Foreign,2014-08-01 00:00:00
Infliction,816,0,0,Horror,2014-03-16 00:00:00
Missionary,0,0,0,Drama / Thriller,2014-10-31 00:00:00
Missionary,2120,0,0,Drama / Thriller,2014-10-31 00:00:00
The Right Kind of Wrong,593,0,0,Romantic Comedy,2014-03-14 00:00:00
Algorithms,317,0,0,Documentary,2014-10-17 00:00:00
Open Windows,0,0,0,Thriller,2014-11-07 00:00:00
Mr. Pip,1714,0,0,War Drama,2014-11-07 00:00:00
More Than the Rainbow,1082,0,0,Documentary,2014-05-02 00:00:00
Summer in February,0,0,0,Drama,2014-01-17 00:00:00
Rhymes for Young Ghouls,141,0,0,Drama,2014-10-24 00:00:00
Postman Pat:The Movie,1254,1322324,0,Animation,2014-06-27 00:00:00
Souldier,900,0,0,Documentary,2014-02-21 00:00:00
Ragnarok,522,3719976,0,Foreign,2014-08-22 00:00:00
The Tower (2014),726,0,0,Documentary,2014-11-07 00:00:00
Anything For Alice,738,0,0,Foreign,2014-12-17 00:00:00
We Are the Giant,1088,0,0,Documentary,2014-12-12 00:00:00
The Butterfly Room,1081,0,0,Thriller,2014-04-11 00:00:00
Demi-Soeur,634,0,0,Foreign,2014-02-07 00:00:00
A People Uncounted,390,0,0,Documentary,2014-05-16 00:00:00
Jackpot,806,1060000,0,Foreign,2014-06-27 00:00:00
Grand Depart,339,0,0,Foreign,2014-05-23 00:00:00
Skinless,168,0,0,Horror,2014-03-08 00:00:00
Cinemanovels,0,0,0,Drama,2014-07-03 00:00:00
"Mummy, I'm a Zombie",0,0,0,Animation,2014-09-20 00:00:00
The Hunger Games:Catching Fire,158074286,440343699,130000000,Action / Adventure,2013-11-22 00:00:00
Iron Man 3,174144585,806426000,200000000,Action / Adventure,2013-05-03 00:00:00
Frozen,67634716,875742326,150000000,Animation,2013-11-22 00:00:00
Despicable Me 2,83517315,602700620,76000000,Animation,2013-07-03 00:00:00
Man of Steel,116619362,377000000,225000000,Action / Adventure,2013-06-14 00:00:00
Gravity,55785112,449100000,100000000,Sci-Fi Thriller,2013-10-04 00:00:00
Monsters University,82429469,475066843,0,Animation,2013-06-21 00:00:00
The Hobbit:The Desolation of Smaug,73645197,700000000,0,Fantasy,2013-12-13 00:00:00
Fast & Furious 6,97375245,550000000,160000000,Action,2013-05-24 00:00:00
Oz The Great and Powerful,79110453,258400000,215000000,Adventure,2013-03-08 00:00:00
Star Trek Into Darkness,70165559,238602923,190000000,Sci-Fi Adventure,2013-05-16 00:00:00
Thor:The Dark World,85737841,438240376,170000000,Action / Adventure,2013-11-08 00:00:00
World War Z,66411834,337648165,190000000,Action Horror,2013-06-21 00:00:00
The Croods,43639736,400036243,135000000,Animation,2013-03-22 00:00:00
The Heat,39115043,70348583,43000000,Comedy,2013-06-28 00:00:00
We're the Millers,26419396,119600000,37000000,Comedy,2013-08-07 00:00:00
American Hustle,19847388,101054000,40000000,Drama,2013-12-13 00:00:00
The Great Gatsby (2013),50085185,206200000,105000000,Drama,2013-05-10 00:00:00
The Conjuring,41855326,180600000,20000000,Horror,2013-07-19 00:00:00
Identity Thief,34551025,39458090,35000000,Comedy,2013-02-08 00:00:00
Grown Ups 2,41508572,113315753,80000000,Comedy,2013-07-12 00:00:00
The Wolverine,53113752,282271394,120000000,Action,2013-07-26 00:00:00
Anchorman 2:The Legend Continues,26232425,46296308,50000000,Comedy,2013-12-18 00:00:00
Lone Survivor,37940782,29707311,40000000,Action Drama,2013-12-25 00:00:00
G.I. Joe:Retaliation,40501814,253217645,130000000,Action,2013-03-28 00:00:00
Cloudy with a Chance of Meatballs 2,34017930,154532382,78000000,Animation,2013-09-27 00:00:00
Now You See Me,29350389,234000000,75000000,Thriller,2013-05-31 00:00:00
The Wolf of Wall Street,18361578,275100000,100000000,Drama,2013-12-25 00:00:00
Lee Daniels' The Butler,24637312,59966813,30000000,Drama,2013-08-16 00:00:00
The Hangover Part III,41671198,249800000,103000000,Comedy,2013-05-23 00:00:00
Epic,33531068,160907952,100000000,Animation,2013-05-24 00:00:00
Captain Phillips,25718314,111690956,55000000,Drama,2013-10-11 00:00:00
Jackass Presents:Bad Grandpa,32055177,49828518,15000000,Comedy,2013-10-25 00:00:00
Pacific Rim,37285325,309200000,190000000,Sci-Fi Action,2013-07-12 00:00:00
This is the End,20719162,24571120,32000000,Comedy,2013-06-12 00:00:00
Olympus Has Fallen,30373794,62100000,70000000,Thriller,2013-03-22 00:00:00
42,27487144,0,40000000,Sports Drama,2013-04-12 00:00:00
Elysium,29807393,193090583,115000000,Sci-Fi,2013-08-09 00:00:00
Planes,22232291,148970000,50000000,Animation,2013-08-09 00:00:00
The Lone Ranger,29210849,171200000,215000000,Western,2013-07-03 00:00:00
Oblivion,37054485,197061337,120000000,Sci-Fi Adventure,2013-04-19 00:00:00
Insidious Chapter 2,40272103,78332871,5000000,Horror,2013-09-13 00:00:00
Saving Mr. Banks,9757754,34566404,35000000,Drama,2013-12-13 00:00:00
Turbo,21312625,199542554,135000000,Animation,2013-07-17 00:00:00
2 Guns,27059130,56327951,61000000,Action Comedy,2013-08-02 00:00:00
White House Down,24852258,132262953,150000000,Action Drama,2013-06-28 00:00:00
Mama,28402310,74800000,15000000,Horror,2013-01-18 00:00:00
Safe Haven,21401594,26245020,28000000,Romance,2013-02-14 00:00:00
The Smurfs 2,17548389,276527576,105000000,Family Comedy,2013-07-31 00:00:00
The Best Man Holiday,30107555,2310515,17000000,Comedy / Drama,2013-11-15 00:00:00
Percy Jackson:Sea of Monsters,14401054,131290761,90000000,Fantasy,2013-08-07 00:00:00
A Good Day to Die Hard,24834845,237304984,92000000,Action,2013-02-14 00:00:00
Warm Bodies,20353967,50600000,35000000,Drama,2013-02-01 00:00:00
Jack the Giant Slayer,27202226,132500000,195000000,Adventure,2013-03-01 00:00:00
The Purge,34058360,24855512,3000000,Thriller,2013-06-07 00:00:00
Last Vegas,16334566,70488283,28000000,Comedy,2013-11-01 00:00:00
Ender's Game,27017351,63800000,110000000,Sci-Fi,2013-11-01 00:00:00
Prisoners,20817053,61124385,46000000,Action Thriller,2013-09-20 00:00:00
After Earth,27520040,183321030,130000000,Sci-Fi,2013-05-31 00:00:00
The Secret Life of Walter Mitty,12765508,129896484,90000000,Comedy,2013-12-25 00:00:00
Escape From Planet Earth,15891055,17584666,40000000,Animation,2013-02-15 00:00:00
12 Years a Slave,7599446,131061209,20000000,Drama,2013-10-18 00:00:00
Free Birds,15805237,54636592,55000000,Animation,2013-11-01 00:00:00
Hansel and Gretel:Witch Hunters,19690956,170646274,50000000,Action Comedy,2013-01-25 00:00:00
Evil Dead (2013),25775847,43303096,17000000,Horror,2013-04-05 00:00:00
Red 2,18048422,94813005,84000000,Action Comedy,2013-07-19 00:00:00
Tyler Perry's A Madea Christmas,16007634,853000,0,Comedy,2013-12-13 00:00:00
Tyler Perry's Temptation:Confessions of a Marriage Counselor,21641679,1150000,0,Drama,2013-03-29 00:00:00
The Call,17118745,16700000,13000000,Thriller,2013-03-15 00:00:00
Pain and Gain,20244505,36300000,26000000,Action,2013-04-26 00:00:00
