MOVIE_NAME,ACTOR
People Like Us,Olivia Wilde
People Like Us,Mark Duplass*
People Like Us,Jon Favreau*
Gone,Amanda Seyfried
Gone,Joel David Moore
The Words,Bradley Cooper
The Words,Jeremy Irons
The Words,Dennis Quaid
The Words,Olivia Wilde
The Words,Zoe Saldana
The Intouchables (U.S.-only),Omar Sy
Fun Size,Johnny Knoxville
Fun Size,Thomas Mann
Bernie,Jack Black
Bernie,Matthew McConaughey
Salmon Fishing in the Yemen,Ewan McGregor
Salmon Fishing in the Yemen,Emily Blunt
Arbitrage,Richard Gere
Arbitrage,Brit Marling
Arbitrage,Susan Sarandon
Promised Land (2012),Matt Damon
Promised Land (2012),John Krasinski
Promised Land (2012),Frances McDormand
Promised Land (2012),Rosemarie DeWitt
Friends with Kids,Adam Scott
Friends with Kids,Jon Hamm
Friends with Kids,Kristen Wiig
Friends with Kids,Megan Fox
Seeking a Friend for the End of the World,Steve Carell
Seeking a Friend for the End of the World,Keira Knightley
Seeking a Friend for the End of the World,Adam Brody
Seeking a Friend for the End of the World,Derek Luke
Hyde Park on Hudson,Bill Murray
Hyde Park on Hudson,Laura Linney
Hitchcock,Anthony Hopkins
Hitchcock,Helen Mirren
Hitchcock,Scarlett Johansson
Hitchcock,Toni Collette
Hitchcock,Jessica Biel
Chasing Mavericks,Gerard Butler
The Sessions,Helen Hunt
The Sessions,William H. Macy
Casa De Mi Padre,Will Ferrell
Casa De Mi Padre,Gael Garcia Bernal
Casa De Mi Padre,Diego Luna
Won't Back Down,Maggie Gyllenhaal
Won't Back Down,Viola Davis
Won't Back Down,Holly Hunter
Won't Back Down,Lance Reddick
The Apparition,Ashley Greene
"Jeff, Who Lives at Home",Jason Segel
"Jeff, Who Lives at Home",Ed Helms
"Jeff, Who Lives at Home",Susan Sarandon
Goon,Jay Baruchel
Goon,Liev Schreiber
Safety Not Guaranteed,Aubrey Plaza
Safety Not Guaranteed,Mark Duplass
Safety Not Guaranteed,Jake Johnson
Safety Not Guaranteed,Kristen Bell
The Cold Light of Day,Henry Cavill
The Cold Light of Day,Bruce Willis
The Cold Light of Day,Sigourney Weaver
Robot & Frank,Frank Langella
Robot & Frank,James Marsden
Robot & Frank,Liv Tyler
Robot & Frank,Susan Sarandon
Robot & Frank,Peter Sarsgaard
Celeste and Jesse Forever,Rashida Jones
Celeste and Jesse Forever,Andy Samberg
Celeste and Jesse Forever,Emma Roberts
Celeste and Jesse Forever,Elijah Wood
Celeste and Jesse Forever,Chris Messina
Albert Nobbs,Glenn Close
Albert Nobbs,Mia Wasikowska
Albert Nobbs,Aaron Johnson
Albert Nobbs,Brendan Gleeson
Girl in Progress,Eugenio Derbez
Girl in Progress,Eva Mendes
Ruby Sparks,Paul Dano
Ruby Sparks,Zoe Kazan
Ruby Sparks,Chris Messina
Ruby Sparks,Annette Bening
Ruby Sparks,Antonio Banderas
Ruby Sparks,Steve Coogan*
Rust and Bone,Marion Cotillard
Rust and Bone,Matthias Schoenaerts
Killer Joe,Matthew McConaughey
Killer Joe,Juno Temple
Killer Joe,Thomas Haden Church
Crooked Arrows,Brandon Routh
Hysteria,Maggie Gyllenhaal
Hysteria,Jonathan Pryce
Hysteria,Felicity Jones
Your Sister's Sister,Emily Blunt
Your Sister's Sister,Rosemarie DeWitt
A Late Quartet,Philip Seymour Hoffman
A Late Quartet,Christopher Walken
Air Racers 3D,Paul Walker*
"For a Good Time, Call...",Justin Long
Take This Waltz,Michelle Williams
Take This Waltz,Seth Rogen
The Deep Blue Sea,Rachel Weisz
The Deep Blue Sea,Tom Hiddleston
Oogieloves In The BIG Balloon Adventure,Cary Elwes
Damsels in Distress,Adam Brody
Damsels in Distress,Greta Gerwig
Damsels in Distress,Analeigh Tipton
Unconditional,Michael Ealy
Rampart,Woody Harrelson
Rampart,Robin Wright
Rampart,Sigourney Weaver
Rampart,Ben Foster
Rampart,Ice Cube
Darling Companion,Diane Keaton
Darling Companion,Kevin Kline
Darling Companion,Elisabeth Moss
Thin Ice,Greg Kinnear
Thin Ice,Billy Crudup
Cosmopolis,Mathieu Amalric
Cosmopolis,Robert Pattinson
Cosmopolis,Jay Baruchel
Cosmopolis,Paul Giamatti
Coriolanus,Ralph Fiennes
Coriolanus,Gerard Butler
Coriolanus,Jessica Chastain
Coriolanus,Brian Cox
On the Road,Amy Adams
On the Road,Kirsten Dunst
On the Road,Garrett Hedlund
On the Road,Terrence Howard
On the Road,Viggo Mortensen
On the Road,Elisabeth Moss
On the Road,Kristen Stewart
On the Road,Tom Sturridge
The Paperboy,Zac Efron
The Paperboy,Matthew McConaughey
The Paperboy,Nicole Kidman
The Paperboy,John Cusack
The Paperboy,David Oyelowo
2 Days in New York,Chris Rock
2 Days in New York,Julie Delpy
Not Fade Away,James Gandolfini
"Peace, Love and Misunderstanding",Jeffrey Dean Morgan
W.E.,Abbie Cornish
Being Flynn,Paul Dano
Being Flynn,Robert DeNiro
Being Flynn,Julianne Moore
Being Flynn,Olivia Thirlby
Bachelorette,Kirsten Dunst
Bachelorette,Isla Fisher
Bachelorette,Rebel Wilson
Bachelorette,Adam Scott
Bachelorette,James Marsden
Seeking Justice,Nicolas Cage
Seeking Justice,January Jones
Seeking Justice,Guy Pearce
Sound of My Voice,Brit Marling
Smashed,Kyle Gallner
Smashed,Mary Elizabeth Winstead
The Oranges,Leighton Meester
The Oranges,Hugh Laurie
The Oranges,Adam Brody
Liberal Arts,Josh Radnor
Liberal Arts,Zac Efron
The Flowers of War,Christian Bale
Stolen (2012),Nicolas Cage
Stolen (2012),Josh Lucas
Chicken with Plums,Mathieu Amalric
Lola Versus,Greta Gerwig
Trishna,Freida Pinto
Middle of Nowhere (2012),David Oyelowo
The Awakening (2012),Rebecca Hall
The Awakening (2012),Imelda Staunton
Little White Lies,Marion Cotillard
Touchback,Kurt Russell
10 Years,Channing Tatum
10 Years,Chris Pratt
10 Years,Jenna Dewan-Tatum
10 Years,Rosario Dawson
10 Years,Justin Long
10 Years,Aubrey Plaza
10 Years,Anthony Mackie
10 Years,Ron Livingston
Tim & Eric's Billion Dollar Movie,Will Ferrell*
Tim & Eric's Billion Dollar Movie,Will Forte*
Tim & Eric's Billion Dollar Movie,Zach Galifianakis*
Tim & Eric's Billion Dollar Movie,Jeff Goldblum*
Tim & Eric's Billion Dollar Movie,John C. Reilly*
The Hunter (2012),Willem Dafoe
Flying Swords of Dragon Gate,Jet Li
Dark Horse,Justin Bartha
Bullhead,Matthias Schoenaerts
This Must Be the Place,Frances McDormand
This Must Be the Place,Sean Penn
High School,Adrien Brody
Bel Ami,Robert Pattinson
Bel Ami,Christina Ricci
Bel Ami,Uma Thurman
The Woman in the Fifth,Ethan Hawke
Butter,Jennifer Garner
Butter,Olivia Wilde
Butter,Hugh Jackman
Butter,Ashley Greene
Butter,Alicia Silverstone
Butter,Ty Burrell
The Magic of Belle Isle,Morgan Freeman
The Magic of Belle Isle,Virginia Madsen
360,Jude Law
360,Rachel Weisz
360,Anthony Hopkins
360,Ben Foster
The Eye of the Storm,Geoffrey Rush
Detachment,Adrien Brody
Detachment,Lucy Liu
Intruders,Clive Owen
Deadfall (2012),Eric Bana
Deadfall (2012),Olivia Wilde
Toys in the Attic,Forest Whitaker
Toys in the Attic,Cary Elwes
The Details,Elizabeth Banks
The Details,Tobey Maguire
The Details,Laura Linney
Dangerous Liaisons (2012),Zhang Ziyi
Red Lights (2012),Robert DeNiro
Red Lights (2012),Cillian Murphy
Red Lights (2012),Sigourney Weaver
Soldiers of Fortune,Sean Bean
Mansome,Jason Bateman
The Inbetweeners Movie,Theo James*
L!fe Happens,Kate Bosworth
L!fe Happens,Rachel Bilson
Hide Away (2012),Josh Lucas
Here (2012),Ben Foster
Nobody Walks,Olivia Thirlby
Nobody Walks,John Krasinski
Lay the Favorite,Frank Grillo
Lay the Favorite,Bruce Willis
Lay the Favorite,Catherine Zeta-Jones
Lay the Favorite,Vince Vaughn
Lay the Favorite,Rebecca Hall
Jesus Henry Christ,Michael Sheen
Jesus Henry Christ,Toni Collette
4:44:Last Day on Earth,Willem Dafoe
Little Birds,Juno Temple
Little Birds,Leslie Mann
Little Birds,Kate Bosworth
Return (2012),John Slattery
A Little Bit of Heaven,Kate Hudson
A Little Bit of Heaven,Gael Garcia Bernal
A Little Bit of Heaven,Kathy Bates
A Little Bit of Heaven,Rosemarie DeWitt
The Trouble with Bliss,Chris Messina
The Trouble with Bliss,Lucy Liu
Virginia,Jennifer Connelly
Virginia,Ed Harris
Virginia,Emma Roberts
For Ellen,Paul Dano
Grassroots,Cedric the Entertainer
Grassroots,Joel David Moore
Grassroots,Tom Arnold
Dragon (2012),Donnie Yen
Santa Mesa,Melissa Leo
Home Run Showdown,Matthew Lillard
Price Check,Parker Posey
The Giant Mechanical Man,Jenna Fischer
The Giant Mechanical Man,Chris Messina
The Giant Mechanical Man,Topher Grace
Last Ride,Hugo Weaving
In Our Nature,Jena Malone
In Our Nature,John Slattery
Crazy Eyes,Lukas Haas
The Good Doctor,Orlando Bloom
The Good Doctor,Taraji P. Henson
Bringing Up Bobby,Milla Jovovich
Loosies,Vincent Gallo
Vamps,Alicia Silverstone
ATM,Alice Eve
About Cherry,James Franco
About Cherry,Dev Patel
Perfect Sense,Ewan McGregor
Perfect Sense,Eva Green
Cheerful Weather for the Wedding,Felicity Jones
The Samaritan,Samuel L. Jackson
The Samaritan,Tom Wilkinson
Why Stop Now?,Jesse Eisenberg
Why Stop Now?,Melissa Leo
Why Stop Now?,Tracy Morgan
Jack and Diane,Juno Temple
The Decoy Bride,Alice Eve
Citizen Gangster,Brian Cox
Death of a Superhero,Andy Serkis
Meeting Evil,Samuel L. Jackson
Meeting Evil,Luke Wilson
Harry Potter and the Deathly Hallows Part 2,Daniel Radcliffe
Harry Potter and the Deathly Hallows Part 2,Rupert Grint
Harry Potter and the Deathly Hallows Part 2,Emma Watson
Harry Potter and the Deathly Hallows Part 2,Helena Bonham Carter
Harry Potter and the Deathly Hallows Part 2,Ralph Fiennes
Harry Potter and the Deathly Hallows Part 2,Alan Rickman
Harry Potter and the Deathly Hallows Part 2,Gary Oldman*
Harry Potter and the Deathly Hallows Part 2,Emma Thompson*
Harry Potter and the Deathly Hallows Part 2,Maggie Smith*
Harry Potter and the Deathly Hallows Part 2,Jim Broadbent*
Transformers:Dark of the Moon,Shia LaBeouf
Transformers:Dark of the Moon,Rosie Huntington-Whiteley
Transformers:Dark of the Moon,Josh Duhamel
Transformers:Dark of the Moon,Tyrese Gibson
Transformers:Dark of the Moon,Frances McDormand
Transformers:Dark of the Moon,John Malkovich
Transformers:Dark of the Moon,Hugo Weaving*
Transformers:Dark of the Moon,Leonard Nimoy*
The Twilight Saga:Breaking Dawn Part 1,Robert Pattinson
The Twilight Saga:Breaking Dawn Part 1,Kristen Stewart
The Twilight Saga:Breaking Dawn Part 1,Taylor Lautner
The Twilight Saga:Breaking Dawn Part 1,Ashley Greene
The Twilight Saga:Breaking Dawn Part 1,Billy Burke
The Twilight Saga:Breaking Dawn Part 1,Kellan Lutz
The Twilight Saga:Breaking Dawn Part 1,Jackson Rathbone
The Twilight Saga:Breaking Dawn Part 1,Anna Kendrick*
The Twilight Saga:Breaking Dawn Part 1,Michael Sheen*
The Hangover Part II,Bradley Cooper
The Hangover Part II,Ed Helms
The Hangover Part II,Zach Galifianakis
The Hangover Part II,Justin Bartha
The Hangover Part II,Paul Giamatti
The Hangover Part II,Jamie Chung
Pirates of the Caribbean:On Stranger Tides,Johnny Depp
Pirates of the Caribbean:On Stranger Tides,Penelope Cruz
Pirates of the Caribbean:On Stranger Tides,Geoffrey Rush
Fast Five,Gal Gadot
Fast Five,Vin Diesel
Fast Five,Paul Walker
Fast Five,Dwayne Johnson
Fast Five,Jordana Brewster
Fast Five,Chris 'Ludacris' Bridges
Fast Five,Tyrese Gibson
Mission:Impossible - Ghost Protocol,Tom Cruise
Mission:Impossible - Ghost Protocol,Jeremy Renner
Mission:Impossible - Ghost Protocol,Simon Pegg
Mission:Impossible - Ghost Protocol,Paula Patton
Mission:Impossible - Ghost Protocol,Michael Nyqvist
Mission:Impossible - Ghost Protocol,Tom Wilkinson*
Cars 2,Owen Wilson
Cars 2,Larry the Cable Guy
Cars 2,Michael Caine
Cars 2,Bonnie Hunt
Sherlock Holmes:A Game of Shadows,"Robert Downey, Jr."
Sherlock Holmes:A Game of Shadows,Jude Law
Sherlock Holmes:A Game of Shadows,Noomi Rapace
Sherlock Holmes:A Game of Shadows,Jared Harris
Sherlock Holmes:A Game of Shadows,Rachel McAdams
Thor,Chris Hemsworth
Thor,Natalie Portman
Thor,Kat Dennings
Thor,Anthony Hopkins
Thor,Ray Stevenson
Thor,Idris Elba
Thor,Stellan Skarsgard
Thor,Rene Russo
Thor,Clark Gregg
Thor,Tom Hiddleston
Thor,Samuel L. Jackson*
Thor,Jeremy Renner*
Rise of the Planet of the Apes,James Franco
Rise of the Planet of the Apes,Freida Pinto
Rise of the Planet of the Apes,Brian Cox
Rise of the Planet of the Apes,Jamie Harris
Rise of the Planet of the Apes,Andy Serkis
Rise of the Planet of the Apes,David Oyelowo
Captain America:The First Avenger,Chris Evans
Captain America:The First Avenger,Hugo Weaving
Captain America:The First Avenger,Stanley Tucci
Captain America:The First Avenger,Tommy Lee Jones
Captain America:The First Avenger,Dominic Cooper
Captain America:The First Avenger,Derek Luke
Captain America:The First Avenger,Samuel L. Jackson*
The Help,Emma Stone
The Help,Bryce Dallas Howard
The Help,Mike Vogel
The Help,Jessica Chastain
The Help,Viola Davis
The Help,David Oyelowo*
Bridesmaids,Kristen Wiig
Bridesmaids,Rose Byrne
Bridesmaids,Melissa McCarthy
Bridesmaids,Jon Hamm
Bridesmaids,Rebel Wilson*
Kung Fu Panda 2,Jack Black
Kung Fu Panda 2,Angelina Jolie
Kung Fu Panda 2,Dustin Hoffman
Kung Fu Panda 2,Jackie Chan
Kung Fu Panda 2,Seth Rogen
Kung Fu Panda 2,Lucy Liu
Kung Fu Panda 2,Gary Oldman
Puss in Boots,Antonio Banderas
Puss in Boots,Salma Hayek
Puss in Boots,Zach Galifianakis
Puss in Boots,Billy Bob Thornton
X-Men:First Class,Hugh Jackman*
X-Men:First Class,James McAvoy
X-Men:First Class,Michael Fassbender
X-Men:First Class,Jennifer Lawrence
X-Men:First Class,Rose Byrne
X-Men:First Class,January Jones
X-Men:First Class,Kevin Bacon
X-Men:First Class,Nicholas Hoult
Rio,Anne Hathaway
Rio,Jesse Eisenberg
Rio,Leslie Mann
Rio,Jamie Foxx
Rio,Jemaine Clement*
Rio,Tracy Morgan*
The Smurfs,Neil Patrick Harris
Alvin and the Chipmunks:Chipwrecked,Justin Long
Alvin and the Chipmunks:Chipwrecked,Christina Applegate
Alvin and the Chipmunks:Chipwrecked,Anna Faris
Rango,Johnny Depp
Rango,Isla Fisher
Rango,Abigail Breslin
Rango,Alfred Molina*
Rango,Timothy Olyphant*
Horrible Bosses,Jason Bateman
Horrible Bosses,Charlie Day
Horrible Bosses,Jason Sudeikis
Horrible Bosses,Jennifer Aniston
Horrible Bosses,Colin Farrell
Horrible Bosses,Jamie Foxx
Horrible Bosses,Kevin Spacey
Green Lantern,Ryan Reynolds
Green Lantern,Blake Lively
Green Lantern,Peter Sarsgaard
Green Lantern,Mark Strong
Green Lantern,Angela Bassett
Green Lantern,Tim Robbins
Green Lantern,Michael Clarke Duncan*
Hop,Russell Brand
Hop,James Marsden
Hop,Kaley Cuoco
Hop,Hugh Laurie
Paranormal Activity 3,Dustin Ingram
Just Go With It,Adam Sandler
Just Go With It,Jennifer Aniston
Just Go With It,Nicole Kidman
Just Go With It,Brooklyn Decker
Just Go With It,Nick Swardson
Just Go With It,Minka Kelly*
The Girl with the Dragon Tattoo (2011),Daniel Craig
The Girl with the Dragon Tattoo (2011),Rooney Mara
The Girl with the Dragon Tattoo (2011),Christopher Plummer
The Girl with the Dragon Tattoo (2011),Stellan Skarsgard
The Girl with the Dragon Tattoo (2011),Goran Visnjic*
Bad Teacher,Cameron Diaz
Bad Teacher,Jason Segel
Bad Teacher,Justin Timberlake
Cowboys & Aliens,Daniel Craig
Cowboys & Aliens,Harrison Ford
Cowboys & Aliens,Olivia Wilde
Cowboys & Aliens,Sam Rockwell
Cowboys & Aliens,Paul Dano
Cowboys & Aliens,Noah Ringer*
Gnomeo and Juliet,James McAvoy
Gnomeo and Juliet,Emily Blunt
Gnomeo and Juliet,Michael Caine*
Gnomeo and Juliet,Maggie Smith*
Gnomeo and Juliet,Jason Statham*
Gnomeo and Juliet,Patrick Stewart*
The Green Hornet,Seth Rogen
The Green Hornet,Jay Chou
The Green Hornet,Cameron Diaz
The Green Hornet,Tom Wilkinson
The Green Hornet,Christoph Waltz
The Green Hornet,Jamie Harris
The Green Hornet,James Franco*
The Green Hornet,Analeigh Tipton*
The Muppets,Jason Segel
The Muppets,Amy Adams
The Muppets,Chris Cooper
The Muppets,Rashida Jones
The Muppets,Jack Black*
The Muppets,Zach Galifianakis*
The Muppets,Emily Blunt*
The Muppets,Selena Gomez*
The Muppets,Neil Patrick Harris*
The Muppets,John Krasinski*
Real Steel,Hugh Jackman
Real Steel,Evangeline Lilly
Real Steel,Anthony Mackie
"Crazy, Stupid, Love.",Analeigh Tipton
"Crazy, Stupid, Love.",Steve Carell
"Crazy, Stupid, Love.",Ryan Gosling
"Crazy, Stupid, Love.",Julianne Moore
"Crazy, Stupid, Love.",Emma Stone
"Crazy, Stupid, Love.",Marisa Tomei
"Crazy, Stupid, Love.",Kevin Bacon
"Crazy, Stupid, Love.",Joey King
"Crazy, Stupid, Love.",Crystal Reed*
Battle:Los Angeles,Ne-Yo
Battle:Los Angeles,Aaron Eckhart
Battle:Los Angeles,Michelle Rodriguez
Battle:Los Angeles,Bridget Moynahan
Battle:Los Angeles,Joey King*
Immortals,Henry Cavill
Immortals,Freida Pinto
Immortals,Kellan Lutz
Immortals,Mickey Rourke
The Descendants,George Clooney
The Descendants,Matthew Lillard
The Descendants,Shailene Woodley
Zookeeper,Kevin James
Zookeeper,Rosario Dawson
Zookeeper,Adam Sandler*
Zookeeper,Sylvester Stallone*
Zookeeper,Cher*
Zookeeper,Judd Apatow*
Zookeeper,Jon Favreau*
War Horse,Benedict Cumberbatch
War Horse,Tom Hiddleston
Limitless,Bradley Cooper
Limitless,Abbie Cornish
Limitless,Anna Friel
Limitless,Robert DeNiro
Tower Heist,Ben Stiller
Tower Heist,Eddie Murphy
Tower Heist,Casey Affleck
Tower Heist,Matthew Broderick
Tower Heist,Tea Leoni
Tower Heist,Gabourey Sidibe
Tower Heist,Alan Alda
Tower Heist,Kate Upton*
The Adventures of Tintin,Daniel Craig
The Adventures of Tintin,Jamie Bell
The Adventures of Tintin,Simon Pegg
The Adventures of Tintin,Andy Serkis
The Adventures of Tintin,Cary Elwes
The Adventures of Tintin,Nick Frost
Contagion,Marion Cotillard
Contagion,Matt Damon
Contagion,Laurence Fishburne
Contagion,Jude Law
Contagion,Gwyneth Paltrow
Contagion,Kate Winslet
Contagion,Bryan Cranston
Contagion,Sanaa Lathan
We Bought a Zoo,Matt Damon
We Bought a Zoo,Scarlett Johansson
We Bought a Zoo,Thomas Haden Church
Moneyball,Brad Pitt
Moneyball,Jonah Hill
Moneyball,Philip Seymour Hoffman
Moneyball,Chris Pratt
Jack and Jill,Adam Sandler
Jack and Jill,Katie Holmes
Jack and Jill,Al Pacino
Jack and Jill,Nick Swardson
Jack and Jill,David Spade*
Jack and Jill,Eugenio Derbez
Hugo,Ben Kingsley
Hugo,Chloe Moretz
Hugo,Sacha Baron Cohen
Hugo,Jude Law
Hugo,Christopher Lee*
Justin Bieber:Never Say Never,Justin Bieber
Dolphin Tale,Ashley Judd
Dolphin Tale,Morgan Freeman
No Strings Attached,Ashton Kutcher
No Strings Attached,Natalie Portman
No Strings Attached,Kevin Kline
No Strings Attached,Cary Elwes
No Strings Attached,Greta Gerwig
No Strings Attached,Lake Bell
No Strings Attached,Olivia Thirlby
No Strings Attached,Chris 'Ludacris' Bridges
No Strings Attached,Jake Johnson
No Strings Attached,Mindy Kaling
Mr. Popper's Penguins,Jim Carrey
Happy Feet Two,Elijah Wood
Happy Feet Two,Robin Williams
Happy Feet Two,Brad Pitt
Happy Feet Two,Matt Damon
Happy Feet Two,Common
Happy Feet Two,Hugo Weaving
Unknown,Liam Neeson
Unknown,January Jones
Unknown,Frank Langella
The Adjustment Bureau,Matt Damon
The Adjustment Bureau,Emily Blunt
The Adjustment Bureau,John Slattery
The Adjustment Bureau,Anthony Mackie
Water for Elephants,Reese Witherspoon
Water for Elephants,Robert Pattinson
Water for Elephants,Christoph Waltz
The Lincoln Lawyer,Matthew McConaughey
The Lincoln Lawyer,Ryan Phillippe
The Lincoln Lawyer,Marisa Tomei
The Lincoln Lawyer,William H. Macy
The Lincoln Lawyer,Josh Lucas
The Lincoln Lawyer,John Leguizamo
The Lincoln Lawyer,Bryan Cranston
Midnight in Paris,Owen Wilson
Midnight in Paris,Rachel McAdams
Midnight in Paris,Marion Cotillard
Midnight in Paris,Michael Sheen
Midnight in Paris,Kathy Bates
Midnight in Paris,Tom Hiddleston
Midnight in Paris,Adrien Brody*
Friends with Benefits,Justin Timberlake
Friends with Benefits,Mila Kunis
Friends with Benefits,Woody Harrelson
Friends with Benefits,Rashida Jones*
Friends with Benefits,Andy Samberg*
Friends with Benefits,Emma Stone*
Friends with Benefits,Jason Segel*
I Am Number Four,Alex Pettyfer
I Am Number Four,Timothy Olyphant
I Am Number Four,Teresa Palmer
I Am Number Four,Dianna Agron
I Am Number Four,Callan McAuliffe
Source Code,Jake Gyllenhaal
Source Code,Vera Farmiga
Source Code,Michelle Monaghan
Source Code,Jeffrey Wright
New Year's Eve,Michelle Pfeiffer
New Year's Eve,Zac Efron
New Year's Eve,Robert DeNiro
New Year's Eve,Halle Berry
New Year's Eve,Cary Elwes
New Year's Eve,Common
New Year's Eve,Jessica Biel
New Year's Eve,Katherine Heigl
New Year's Eve,Ashton Kutcher
New Year's Eve,Sarah Jessica Parker
New Year's Eve,Abigail Breslin
New Year's Eve,Josh Duhamel
New Year's Eve,Hilary Swank
New Year's Eve,Chris 'Ludacris' Bridges
Insidious,Patrick Wilson
Insidious,Rose Byrne
Tyler Perry's Madea's Big Happy Family,Bow Wow
Tyler Perry's Madea's Big Happy Family,Tyler Perry
Diary of a Wimpy Kid:Rodrick Rules,Zachary Gordon
Footloose (2011),Julianne Hough
Footloose (2011),Dennis Quaid
Footloose (2011),Miles Teller
Footloose (2011),Kenny Wormald
The Dilemma,Vince Vaughn
The Dilemma,Kevin James
The Dilemma,Jennifer Connelly
The Dilemma,Winona Ryder
The Dilemma,Channing Tatum
The Dilemma,Queen Latifah
Arthur Christmas,James McAvoy
Arthur Christmas,Hugh Laurie
Arthur Christmas,Jim Broadbent
Arthur Christmas,Imelda Staunton
Arthur Christmas,Andy Serkis
Hall Pass,Owen Wilson
Hall Pass,Jason Sudeikis
Hall Pass,Jenna Fischer
Hall Pass,Christina Applegate
Soul Surfer,Dennis Quaid
Soul Surfer,AnnaSophia Robb
Soul Surfer,Jeremy Sumpter
Soul Surfer,Helen Hunt
Soul Surfer,Carrie Underwood
Soul Surfer,Craig T. Nelson*
The Ides of March,Ryan Gosling
The Ides of March,George Clooney
The Ides of March,Marisa Tomei
The Ides of March,Philip Seymour Hoffman
The Ides of March,Paul Giamatti
The Ides of March,Jeffrey Wright
Hanna,Eric Bana
Hanna,Cate Blanchett
Hanna,Saoirse Ronan
Something Borrowed,Ginnifer Goodwin
Something Borrowed,Kate Hudson
Something Borrowed,Colin Egglesfield
Something Borrowed,John Krasinski
Spy Kids:All the Time in the World,Jessica Alba
Spy Kids:All the Time in the World,Antonio Banderas
Spy Kids:All the Time in the World,Alexa Vega
Scream 4,Neve Campbell
Scream 4,Courteney Cox
Scream 4,Emma Roberts
Scream 4,Hayden Panettiere
Scream 4,Adam Brody
Scream 4,Rory Culkin
Scream 4,Kristen Bell*
Scream 4,Aimee Teegarden*
Scream 4,Anna Paquin*
"Big Mommas:Like Father, Like Son",Martin Lawrence
"Big Mommas:Like Father, Like Son",Brandon T. Jackson
"Big Mommas:Like Father, Like Son",Portia Doubleday
"Big Mommas:Like Father, Like Son",Jessica Lucas
Red Riding Hood,Amanda Seyfried
Red Riding Hood,Gary Oldman
Red Riding Hood,Billy Burke
Red Riding Hood,Lukas Haas
Red Riding Hood,Virginia Madsen
Red Riding Hood,Shiloh Fernandez
Red Riding Hood,Max Irons
In Time,Justin Timberlake
In Time,Amanda Seyfried
In Time,Cillian Murphy
In Time,Olivia Wilde
In Time,Alex Pettyfer
Paul,Jesse Plemons
Paul,Simon Pegg
Paul,Nick Frost
Paul,Seth Rogen
Paul,Jason Bateman
Paul,Kristen Wiig
Paul,Sigourney Weaver
J. Edgar,Leonardo DiCaprio
J. Edgar,Naomi Watts
J. Edgar,Judi Dench
J. Edgar,Armie Hammer
J. Edgar,Josh Lucas
The Roommate,Leighton Meester
The Roommate,Minka Kelly
The Roommate,Alyson Michalka
The Roommate,Cam Gigandet
Jumping the Broom,Angela Bassett
Jumping the Broom,Paula Patton
The Change-Up,Jason Bateman
The Change-Up,Leslie Mann
The Change-Up,Ryan Reynolds
The Change-Up,Olivia Wilde
30 Minutes or Less,Jesse Eisenberg
30 Minutes or Less,Aziz Ansari
30 Minutes or Less,Danny McBride
30 Minutes or Less,Nick Swardson
Colombiana,Zoe Saldana
Sucker Punch,Emily Browning
Sucker Punch,Abbie Cornish
Sucker Punch,Jena Malone
Sucker Punch,Vanessa Hudgens
Sucker Punch,Jamie Chung
Sucker Punch,Jon Hamm*
Larry Crowne,Tom Hanks
Larry Crowne,Julia Roberts
Larry Crowne,Bryan Cranston
Larry Crowne,Wilmer Valderrama
Larry Crowne,Taraji P. Henson
Larry Crowne,Cedric the Entertainer
Larry Crowne,Nia Vardalos*
A Very Harold & Kumar 3D Christmas,Kal Penn
A Very Harold & Kumar 3D Christmas,Neil Patrick Harris
Drive (2011),Ryan Gosling
Drive (2011),Carey Mulligan
Drive (2011),Bryan Cranston
Drive (2011),Albert Brooks
Drive (2011),Ron Perlman
50/50,Seth Rogen
50/50,Joseph Gordon-Levitt
50/50,Anna Kendrick
50/50,Bryce Dallas Howard
Courageous,Alex Kendrick
The Rite,Anthony Hopkins
The Rite,Rutger Hauer
Arthur (2011),Russell Brand
Arthur (2011),Helen Mirren
Arthur (2011),Jennifer Garner
Arthur (2011),Greta Gerwig
Extremely Loud & Incredibly Close,Thomas Horn
Extremely Loud & Incredibly Close,Tom Hanks
Extremely Loud & Incredibly Close,Sandra Bullock
Extremely Loud & Incredibly Close,James Gandolfini
Extremely Loud & Incredibly Close,Viola Davis
Extremely Loud & Incredibly Close,Jeffrey Wright
The Debt,Sam Worthington
The Debt,Helen Mirren
The Debt,Tom Wilkinson
The Debt,Jessica Chastain
The Sitter,Jonah Hill
The Sitter,Sam Rockwell
The Sitter,Max Records
The Iron Lady,Jim Broadbent
The Iron Lady,Meryl Streep
Priest,Paul Bettany
Priest,Cam Gigandet
Priest,Karl Urban
Priest,Christopher Plummer
Priest,Lily Collins
The Mechanic,Jason Statham
The Mechanic,Ben Foster
Abduction,Taylor Lautner
Abduction,Lily Collins
Abduction,Alfred Molina
Abduction,Maria Bello
Abduction,Michael Nyqvist
Abduction,Sigourney Weaver
Abduction,Elisabeth Rohm*
Beastly,Alex Pettyfer
Beastly,Vanessa Hudgens
Beastly,Peter Krause
Beastly,Mary-Kate Olsen
Beastly,Neil Patrick Harris
Killer Elite,Jason Statham
Killer Elite,Robert DeNiro
Killer Elite,Clive Owen
Born to Be Wild (IMAX),Morgan Freeman*
Season of the Witch,Nicolas Cage
