MOVIE_NAME,DOMESTIC_OPENING,FOREIGN_TOTAL,BUDGET,GENRE,RELEASE_DATE
Journey 2:The Mysterious Island,27335363,231400000,79000000,Adventure,2012-02-10 00:00:00
Rise of the Guardians,23773465,203528912,145000000,Animation,2012-11-21 00:00:00
Zero Dark Thirty,24856086,37100000,40000000,Thriller,2012-12-19 00:00:00
Flight,24900566,68000000,31000000,Drama,2012-11-02 00:00:00
Think Like a Man,33636303,4523302,12000000,Comedy,2012-04-20 00:00:00
The Campaign,26588460,18000000,0,Comedy,2012-08-10 00:00:00
The Expendables 2,28591370,220400000,100000000,Action,2012-08-17 00:00:00
Wrath of the Titans,33457188,221600000,150000000,Fantasy,2012-03-30 00:00:00
Jack Reacher,15210156,138269859,60000000,Crime Drama,2012-12-21 00:00:00
Dark Shadows,29685274,165800000,150000000,Horror Comedy,2012-05-11 00:00:00
Parental Guidance,14554053,42504936,25000000,Comedy,2012-12-25 00:00:00
John Carter,30180188,211061000,250000000,Sci-Fi Adventure,2012-03-09 00:00:00
Act of Valor,24476632,11259919,12000000,Thriller,2012-02-24 00:00:00
This Is 40,11579175,20514281,35000000,Comedy,2012-12-21 00:00:00
Contraband,24349815,29734212,25000000,Thriller,2012-01-13 00:00:00
Looper,20801552,110020614,30000000,Sci-Fi Action,2012-09-28 00:00:00
Tyler Perry's Madea's Witness Protection,25390575,1246000,20000000,Comedy,2012-06-29 00:00:00
Battleship,25534825,237602860,209000000,Action,2012-05-18 00:00:00
Pitch Perfect,19996263,50349333,17000000,Comedy,2012-09-28 00:00:00
Mirror Mirror,18132085,118083355,85000000,Fantasy,2012-03-30 00:00:00
Chronicle (2012),22004098,62060922,12000000,Sci-Fi Action,2012-02-03 00:00:00
Hope Springs,14650121,50745040,0,Comedy / Drama,2012-08-08 00:00:00
Underworld Awakening,25306725,97791632,70000000,Action Horror,2012-01-20 00:00:00
The Lucky One,22518358,38900000,0,Romance,2012-04-20 00:00:00
The Dictator,17435092,119729311,65000000,Comedy,2012-05-16 00:00:00
Total Recall (2012),25577758,139589199,125000000,Sci-Fi Action,2012-08-03 00:00:00
Titanic 3D,17285453,285666656,18000000,Romance,2012-04-04 00:00:00
American Reunion,21514080,177978063,50000000,Comedy,2012-04-06 00:00:00
ParaNorman,14087050,51136348,60000000,Animation,2012-08-17 00:00:00
This Means War,17405930,101730488,65000000,Action,2012-02-17 00:00:00
Project X,21051363,48000000,0,Comedy,2012-03-02 00:00:00
The Woman in Black,20874072,73397446,0,Horror Thriller,2012-02-03 00:00:00
Paranormal Activity 4,29003866,88917657,5000000,Horror,2012-10-19 00:00:00
The Devil Inside,33732515,48496546,0,Horror,2012-01-06 00:00:00
The Odd Life of Timothy Green,10822903,4157767,0,Fantasy,2012-08-15 00:00:00
Ghost Rider:Spirit of Vengeance,22115334,80789928,57000000,Action Horror,2012-02-17 00:00:00
The Grey,19665101,25698095,25000000,Action Drama,2012-01-27 00:00:00
Red Tails,18782154,489000,58000000,Action / Adventure,2012-01-20 00:00:00
The Possession,17732480,36315921,14000000,Horror,2012-08-31 00:00:00
Diary of a Wimpy Kid:Dog Days,14623599,28103514,22000000,Comedy,2012-08-03 00:00:00
Sinister,18007634,29625536,3000000,Horror,2012-10-12 00:00:00
Beauty and the Beast (3D),17751905,14410056,0,Animation,2012-01-13 00:00:00
Savages (2012),16016910,35584084,45000000,Thriller,2012-07-06 00:00:00
The Best Exotic Marigold Hotel,7120254,90424115,10000000,Comedy / Drama,2012-05-04 00:00:00
Moonrise Kingdom,5449833,22750700,16000000,Drama,2012-05-25 00:00:00
Here Comes the Boom,11816596,27809854,0,Comedy,2012-10-12 00:00:00
Red Dawn (2012),14276668,0,65000000,Action,2012-11-21 00:00:00
The Three Stooges,17010125,10481077,30000000,Comedy,2012-04-13 00:00:00
Star Wars:Episode I - The Phantom Menace (in 3D),22469932,59283211,0,Sci-Fi Fantasy,2012-02-10 00:00:00
Resident Evil:Retribution,21052227,197813724,65000000,Action Horror,2012-09-14 00:00:00
The Cabin in the Woods,14743614,24412803,0,Horror Comedy,2012-04-13 00:00:00
What to Expect When You're Expecting,10547068,43231799,40000000,Romantic Comedy,2012-05-18 00:00:00
Finding Nemo (3D),16687773,31000000,0,Animation,2012-09-14 00:00:00
End of Watch,13152683,7123013,7000000,Crime Drama,2012-09-21 00:00:00
Rock of Ages,14437269,20900000,75000000,Musical,2012-06-15 00:00:00
Abraham Lincoln:Vampire Hunter,16306974,78952441,69000000,Horror Thriller,2012-06-22 00:00:00
Lawless,10001982,16276453,0,Crime Drama,2012-08-29 00:00:00
The Guilt Trip,5290629,4729511,40000000,Comedy,2012-12-19 00:00:00
That's My Boy,13453714,20788004,70000000,Comedy,2012-06-15 00:00:00
Trouble with the Curve,12162040,13200000,0,Drama,2012-09-21 00:00:00
The Watch,12750297,32914862,68000000,Comedy,2012-07-27 00:00:00
Frankenweenie,11412213,46200000,39000000,Animation,2012-10-05 00:00:00
Step Up Revolution,11731708,105396069,33000000,Music Drama,2012-07-27 00:00:00
Tyler Perry's Good Deeds,15583924,553000,0,Drama,2012-02-24 00:00:00
"Monsters, Inc. (3D)",4774686,3400000,0,Animation,2012-12-19 00:00:00
2016 Obama's America,6541043,0,0,Documentary,2012-07-13 00:00:00
House at the End of The Street,12287234,12675215,10000000,Thriller,2012-09-21 00:00:00
The Pirates! Band of Misfits,11137734,92002915,55000000,Animation,2012-04-27 00:00:00
Joyful Noise,11225190,226000,0,Comedy / Drama,2012-01-13 00:00:00
Chimpanzee,10673748,5851000,0,Documentary,2012-04-20 00:00:00
The Five-Year Engagement,10610060,25074223,30000000,Comedy,2012-04-27 00:00:00
Cloud Atlas,9612247,103374596,0,Sci-Fi,2012-10-26 00:00:00
One For the Money,11515790,10479194,40000000,Action Comedy,2012-01-27 00:00:00
Alex Cross,11396768,8700000,35000000,Crime Thriller,2012-10-19 00:00:00
Katy Perry:Part of Me,7138266,7400885,12000000,Documentary,2012-07-05 00:00:00
Sparkle (2012),11643342,240000,14000000,Music Drama,2012-08-17 00:00:00
Premium Rush,6030164,10808153,35000000,Action Thriller,2012-08-24 00:00:00
Big Miracle,7760205,4561915,40000000,Drama,2012-02-03 00:00:00
The Secret World of Arrietty,6446395,126368084,0,Animation,2012-02-17 00:00:00
The Impossible,2674935,161254241,0,Drama,2012-12-21 00:00:00
Haywire,8425370,14430210,23000000,Action,2012-01-20 00:00:00
Man on a Ledge,8001932,27601189,42000000,Thriller,2012-01-27 00:00:00
A Thousand Words,6176280,3594150,40000000,Comedy / Drama,2012-03-09 00:00:00
Chernobyl Diaries,7955307,19038008,0,Horror,2012-05-25 00:00:00
The Perks of Being a Wallflower,2378423,15641179,0,Drama,2012-09-21 00:00:00
Silent Hill:Revelation 3D,8023036,34773639,20000000,Horror,2012-10-26 00:00:00
Wanderlust,6526650,4162198,0,Comedy,2012-02-24 00:00:00
Safe (2012),7892539,23204106,0,Action,2012-04-27 00:00:00
To Rome with Love,3472986,56559014,0,Comedy,2012-06-22 00:00:00
The Master,5127403,11880786,0,Drama,2012-09-14 00:00:00
The Raven,7289642,13649479,26000000,Thriller,2012-04-27 00:00:00
The Man with the Iron Fists,7910980,4087155,15000000,Action / Adventure,2012-11-02 00:00:00
Killing Them Softly,6812900,22904409,15000000,Crime Thriller,2012-11-30 00:00:00
Seven Psychopaths,4174915,4398212,15000000,Action Comedy,2012-10-12 00:00:00
To the Arctic (IMAX),270228,9108451,0,IMAX,2012-04-20 00:00:00
Lockout,6231836,17877166,20000000,Sci-Fi Action,2012-04-13 00:00:00
Hit and Run,4526222,704054,2000000,Action Comedy,2012-08-22 00:00:00
Dredd,6278491,22211811,50000000,Action / Adventure,2012-09-21 00:00:00
Playing for Keeps,5750288,0,0,Romantic Comedy,2012-12-07 00:00:00
Anna Karenina,320690,56112783,0,Drama,2012-11-16 00:00:00
Beasts of the Southern Wild,169702,8312000,0,Drama,2012-06-27 00:00:00
Silent House,6661234,346889,0,Horror,2012-03-09 00:00:00
Cirque Du Soleil:Worlds Away,2162993,21640239,0,Concert,2012-12-21 00:00:00
People Like Us,4255423,0,16000000,Drama,2012-06-29 00:00:00
Gone,4770360,6417984,0,Thriller,2012-02-24 00:00:00
The Words,4750894,1736623,6000000,Drama,2012-09-07 00:00:00
The Intouchables (U.S.-only),103507,416389690,0,Foreign,2012-05-25 00:00:00
Fun Size,4101017,2007824,14000000,Comedy,2012-10-26 00:00:00
Bernie,85805,0,0,Comedy / Drama,2012-04-27 00:00:00
Salmon Fishing in the Yemen,225894,25516670,0,Drama,2012-03-09 00:00:00
Arbitrage,2002165,27565482,0,Drama,2012-09-14 00:00:00
Promised Land (2012),4223826,540890,0,Drama,2012-12-28 00:00:00
Friends with Kids,3473644,5768000,0,Comedy,2012-03-09 00:00:00
Seeking a Friend for the End of the World,3822803,2557551,10000000,Comedy / Drama,2012-06-22 00:00:00
The Collection,3104269,0,0,Horror Thriller,2012-11-30 00:00:00
Amour,68266,13100000,0,Foreign,2012-12-19 00:00:00
Hyde Park on Hudson,81362,2511458,0,Drama,2012-12-07 00:00:00
Hitchcock,287715,17561864,0,Drama,2012-11-23 00:00:00
Chasing Mavericks,2268274,630,20000000,Sports Drama,2012-10-26 00:00:00
The Sessions,113467,3135887,0,Drama,2012-10-19 00:00:00
Casa De Mi Padre,2287239,2132184,0,Comedy,2012-03-16 00:00:00
For Greater Glory,1885608,3950000,0,Foreign,2012-06-01 00:00:00
Won't Back Down,2603370,0,0,Drama,2012-09-28 00:00:00
October Baby (2012),1697130,0,0,Drama,2012-03-23 00:00:00
The Apparition,2841488,4690673,17000000,Thriller,2012-08-24 00:00:00
"Jeff, Who Lives at Home",855709,148154,0,Comedy,2012-03-16 00:00:00
Goon,1232860,2315435,0,Sports Comedy,2012-02-24 00:00:00
The Raid:Redemption,1175239,0,0,Foreign / Action,2012-03-23 00:00:00
Safety Not Guaranteed,97762,0,0,Sci-Fi Comedy,2012-06-08 00:00:00
Bully (PG-13),535433,0,0,Documentary,2012-04-13 00:00:00
The Cold Light of Day,1831588,13100000,0,Action Thriller,2012-09-07 00:00:00
Searching for Sugar Man,27459,0,0,Documentary,2012-07-27 00:00:00
Nitro Circus the Movie 3D,1183701,525861,0,Sports Comedy,2012-08-08 00:00:00
Atlas Shrugged:Part II,1751572,0,0,Drama,2012-10-12 00:00:00
Last Ounce of Courage,1585994,0,0,Drama,2012-09-14 00:00:00
Robot & Frank,35539,0,0,Sci-Fi Comedy,2012-08-17 00:00:00
Raiders of the Lost Ark (IMAX),1673731,0,0,Period Adventure,2012-09-07 00:00:00
Celeste and Jesse Forever,107785,0,0,Comedy / Drama,2012-08-03 00:00:00
Jab Tak Hai Jaan,1283585,0,0,Foreign,2012-11-13 00:00:00
Albert Nobbs,696088,2620132,0,Drama,2012-01-27 00:00:00
Talaash,1638706,0,0,Foreign,2012-11-30 00:00:00
Barfi!,1061713,0,0,Foreign,2012-09-14 00:00:00
Samsara,76222,0,0,Documentary,2012-08-24 00:00:00
Girl in Progress,1384078,1990476,0,Comedy / Drama,2012-05-11 00:00:00
Jiro Dreams of Sushi,42035,0,0,Foreign,2012-03-09 00:00:00
Ruby Sparks,140822,6588157,0,Romantic Comedy,2012-07-25 00:00:00
Dabangg 2,1019213,0,0,Foreign,2012-12-21 00:00:00
The Queen of Versailles,51326,0,0,Documentary,2012-07-20 00:00:00
Ek Tha Tiger,1139340,0,0,Foreign,2012-08-15 00:00:00
Sleepwalk with Me,68801,0,0,Comedy,2012-08-24 00:00:00
Rust and Bone,27154,23700000,0,Foreign,2012-11-23 00:00:00
Monsieur Lazhar (U.S.-only),112190,4572398,0,Foreign,2012-04-13 00:00:00
Footnote,47528,0,0,Foreign,2012-03-09 00:00:00
Killer Joe,37900,1677307,0,Comedy / Drama,2012-07-27 00:00:00
Agneepath,1140464,0,0,Foreign,2012-01-26 00:00:00
English Vinglish,745414,0,0,Foreign,2012-10-05 00:00:00
Crooked Arrows,257364,0,0,Sports Drama,2012-05-18 00:00:00
Hysteria,35656,7700000,0,Period Comedy,2012-05-18 00:00:00
Housefull 2,847132,0,0,Foreign,2012-04-06 00:00:00
2012 Oscar Nominated Short Films,412304,0,0,Unknown,2012-02-10 00:00:00
Your Sister's Sister,109221,0,0,Comedy / Drama,2012-06-15 00:00:00
Singin' In the Rain (2012 re-release),0,0,0,Musical,2012-07-12 00:00:00
Farewell My Queen,72100,3699234,0,Foreign,2012-07-13 00:00:00
A Late Quartet,75279,0,0,Drama,2012-11-02 00:00:00
A Royal Affair,38212,6047932,0,Foreign,2012-11-09 00:00:00
The Dark Knight (2012 re-release),0,0,0,Action / Adventure,2012-07-19 00:00:00
Batman Begins (2012 re-release),0,0,0,Action / Adventure,2012-07-19 00:00:00
Kid With a Bike,45933,1034775,0,Foreign,2012-03-16 00:00:00
Marley,262004,0,0,Documentary,2012-04-20 00:00:00
Chasing Ice,0,0,0,Documentary,2012-11-09 00:00:00
Air Racers 3D,0,0,0,Documentary,2012-04-06 00:00:00
The Other Son,125691,0,0,Foreign,2012-10-26 00:00:00
"For a Good Time, Call...",143935,0,0,Comedy,2012-08-31 00:00:00
Take This Waltz,137019,0,0,Drama,2012-06-29 00:00:00
Cocktail (2012),647956,0,0,Foreign,2012-07-13 00:00:00
Bol Bachchan,561996,27559004,0,Foreign,2012-07-06 00:00:00
Woman Thou Art Loosed!:On the 7th Day,641542,0,0,Thriller,2012-04-13 00:00:00
Headhunters,43013,14499697,0,Thriller,2012-04-27 00:00:00
Ek Main Aur Ekk Tu,637100,0,0,Foreign,2012-02-10 00:00:00
Casablanca (2012 re-release),0,0,0,Romance,2012-03-21 00:00:00
The Deep Blue Sea,123841,0,0,Romance,2012-03-23 00:00:00
Oogieloves In The BIG Balloon Adventure,443901,0,20000000,Family,2012-08-29 00:00:00
In Darkness,27413,4535270,0,Foreign,2012-02-10 00:00:00
Diana Vreeland:The Eye Has to Travel,63700,0,0,Documentary,2012-09-21 00:00:00
First Position,48024,0,0,Documentary,2012-05-04 00:00:00
Barbara,63410,3115348,0,Foreign,2012-12-21 00:00:00
Damsels in Distress,58589,0,0,Comedy,2012-04-06 00:00:00
Unconditional,525192,0,0,Drama,2012-09-21 00:00:00
Burn,0,0,0,Documentary,2012-07-24 00:00:00
Rampart,60446,0,0,Crime Drama,2012-02-10 00:00:00
Masquerade (2012),0,79839675,0,Foreign,2012-09-21 00:00:00
The Imposter,22379,1100960,0,Documentary,2012-07-13 00:00:00
Bill W.,0,0,0,Documentary,2012-05-18 00:00:00
Darling Companion,39962,0,0,Comedy,2012-04-20 00:00:00
Thin Ice,183527,0,0,Crime Drama,2012-02-17 00:00:00
Teri Meri Kahaani,405926,0,0,Foreign,2012-06-22 00:00:00
Meerkats,0,482021,0,Documentary,2012-05-26 00:00:00
Rowdy Rathore,381784,28565090,0,Foreign,2012-06-01 00:00:00
Son of Sardaar,341552,0,0,Foreign,2012-11-13 00:00:00
Cosmopolis,70339,5300000,0,Drama,2012-08-17 00:00:00
Coriolanus,61136,315407,0,Period Drama,2012-01-20 00:00:00
On the Road,39550,8040022,0,Drama,2012-12-21 00:00:00
Agent Vinod,427043,0,0,Foreign / Action,2012-03-23 00:00:00
The Paperboy,102706,660582,0,Thriller,2012-10-05 00:00:00
The Thieves,136993,82833860,0,Foreign / Action,2012-10-12 00:00:00
Student of the Year,326508,0,0,Foreign,2012-10-19 00:00:00
The Polar Express (2012 re-issue),73514,0,0,Animation,2012-11-21 00:00:00
Holy Motors,18866,0,0,Foreign,2012-10-17 00:00:00
2 Days in New York,23942,1020582,0,Comedy,2012-08-10 00:00:00
Not Fade Away,19182,0,20000000,Drama,2012-12-21 00:00:00
Heroine,389901,7438185,0,Foreign,2012-09-21 00:00:00
Blue Like Jazz,261190,0,0,Comedy,2012-04-13 00:00:00
"Peace, Love and Misunderstanding",105960,0,0,Comedy / Drama,2012-06-08 00:00:00
Thunderstruck,0,0,0,Family,2012-08-24 00:00:00
W.E.,47074,284984,0,Historical Drama,2012-02-03 00:00:00
Undefeated (2012),33165,0,0,Documentary,2012-02-17 00:00:00
Vicky Donor,169209,0,0,Foreign,2012-04-20 00:00:00
We Have a Pope,31368,15609760,0,Foreign,2012-04-06 00:00:00
Being Flynn,43990,0,0,Comedy / Drama,2012-03-02 00:00:00
Ai Weiwei:Never Sorry,41104,0,0,Documentary,2012-07-27 00:00:00
Where Do We Go Now?,15382,0,0,Foreign,2012-05-11 00:00:00
Shut Up and Play the Hits,0,0,0,Concert,2012-07-18 00:00:00
Delicacy,0,9197620,0,Foreign,2012-03-16 00:00:00
The Flat,19916,0,0,Foreign,2012-10-19 00:00:00
Bachelorette,181494,11500000,0,Comedy,2012-09-07 00:00:00
Ferrari Ki Sawaari,240792,0,0,Foreign,2012-06-15 00:00:00
Seeking Justice,249912,11944052,0,Action Thriller,2012-03-16 00:00:00
Sound of My Voice,36134,0,0,Drama,2012-04-27 00:00:00
Detropia,17414,0,0,Documentary,2012-09-07 00:00:00
The Well-Digger's Daughter,10273,12240056,0,Foreign,2012-07-20 00:00:00
Khiladi 786,228967,0,0,Foreign,2012-12-07 00:00:00
Smashed,26943,0,0,Comedy / Drama,2012-10-12 00:00:00
Piranha 3DD,182237,8117216,0,Horror,2012-06-01 00:00:00
The Oranges,198461,0,0,Comedy / Drama,2012-10-05 00:00:00
The Lady,0,3404191,0,Drama,2012-04-13 00:00:00
Branded,240589,3400557,0,Action,2012-09-07 00:00:00
Chico & Rita,20654,1883933,0,Foreign,2012-02-10 00:00:00
A Werewolf Boy,0,41336378,0,Foreign,2012-11-30 00:00:00
Red Hook Summer,40070,0,0,Drama,2012-08-10 00:00:00
Liberal Arts,27435,0,0,Comedy / Drama,2012-09-14 00:00:00
The Central Park Five,30570,0,0,Documentary,2012-11-23 00:00:00
Compliance,16427,0,0,Drama / Thriller,2012-08-17 00:00:00
The Salt of Life,19176,1175248,0,Foreign,2012-03-02 00:00:00
Back to 1942,105702,0,0,Foreign,2012-11-30 00:00:00
The Flowers of War,48448,0,0,Historical Drama,2012-01-20 00:00:00
West of Memphis,13360,0,0,Documentary,2012-12-25 00:00:00
A Cat in Paris,34554,0,0,Animation,2012-06-01 00:00:00
Love (2012),83178,0,0,Foreign,2012-02-17 00:00:00
Stolen (2012),183125,1802239,0,Action Thriller,2012-09-14 00:00:00
Something From Nothing:The Art of Rap,150337,0,0,Documentary,2012-06-15 00:00:00
Bully (2012),116472,182203,0,Documentary,2012-03-30 00:00:00
Love in the Buff,91233,0,0,Foreign,2012-03-30 00:00:00
Boy (2012),21244,8365324,0,Comedy / Drama,2012-03-02 00:00:00
Chicken with Plums,11301,1174417,0,Foreign,2012-08-17 00:00:00
Lola Versus,31815,0,0,Comedy,2012-06-08 00:00:00
Keep the Lights On,55574,0,0,Drama,2012-09-07 00:00:00
The Waiting Room,7086,0,0,Documentary,2012-09-26 00:00:00
My Uncle Rafael,109747,0,0,Comedy,2012-09-21 00:00:00
Gerhard Richter Painting,13537,0,0,Foreign,2012-03-14 00:00:00
Trishna,29140,0,0,Drama,2012-07-13 00:00:00
Middle of Nowhere (2012),67909,0,0,Drama,2012-10-12 00:00:00
Elena,9035,0,0,Foreign,2012-05-16 00:00:00
Tezz,148133,0,0,Foreign,2012-04-27 00:00:00
The Viral Factor,63235,0,0,Foreign,2012-01-20 00:00:00
Brooklyn Castle,18761,0,0,Documentary,2012-10-19 00:00:00
Neil Young Journeys,12025,0,0,Documentary,2012-06-29 00:00:00
Thaandavam,129044,0,0,Foreign / Action,2012-09-28 00:00:00
Tai Chi Zero,85094,0,0,Foreign / Action,2012-10-19 00:00:00
Polisse,16568,20162761,0,Foreign / Action,2012-05-18 00:00:00
Somewhere Between,7799,0,0,Documentary,2012-08-24 00:00:00
The House I Live In,16453,0,0,Documentary,2012-10-05 00:00:00
The Awakening (2012),95933,0,0,Horror Thriller,2012-08-17 00:00:00
Little White Lies,25654,48325382,0,Foreign,2012-08-24 00:00:00
Easy Money (2012),24684,8164015,0,Foreign,2012-07-11 00:00:00
Vettai,87921,0,0,Foreign / Action,2012-01-13 00:00:00
Touchback,66998,0,0,Sports Drama,2012-04-13 00:00:00
10 Years,22707,0,0,Comedy / Drama,2012-09-14 00:00:00
Tim & Eric's Billion Dollar Movie,87475,0,0,Comedy,2012-03-02 00:00:00
Any Day Now,40489,0,0,Drama,2012-12-14 00:00:00
A Simple Life,43372,2610633,0,Foreign,2012-04-13 00:00:00
Puella Magi Madoka Magica the Movie,62340,5635890,0,Animation,2012-10-19 00:00:00
Lost Woods,58240,0,0,Sci-Fi Thriller,2012-03-02 00:00:00
Fullmetal Alchemist:The Sacred Star of Milos,119300,0,0,Foreign,2012-01-20 00:00:00
Tere Naal Love Ho Gaya,94583,0,0,Foreign,2012-02-24 00:00:00
Monumental:In Search of America's National Treasure,28340,0,0,Documentary,2012-03-30 00:00:00
The Hunter (2012),19032,0,0,Drama,2012-04-06 00:00:00
Grand Illusion (2012 re-release),7526,0,0,Foreign,2012-05-11 00:00:00
Battlefield America,113882,0,0,Music Drama,2012-06-01 00:00:00
Flying Swords of Dragon Gate,95452,0,0,Foreign / Action,2012-08-31 00:00:00
Joker,105366,0,0,Foreign,2012-08-31 00:00:00
Dark Horse,13551,0,0,Drama,2012-06-08 00:00:00
The Big Picture (2012),13760,0,0,Foreign,2012-10-12 00:00:00
Crazy Horse,7963,0,0,Documentary,2012-01-18 00:00:00
Elles,24286,753958,0,Foreign,2012-04-27 00:00:00
Deadtime,30240,0,0,Horror Thriller,2012-05-11 00:00:00
Shirin Farhad Ki Toh Nikal Padi,119743,0,0,Foreign,2012-08-24 00:00:00
Sister (2012),15401,399891,0,Foreign,2012-10-05 00:00:00
Unforgivable,27857,1151700,0,Foreign,2012-06-29 00:00:00
Once Upon a Time in Anatolia,10952,1023441,0,Foreign,2012-01-04 00:00:00
Bullhead,32267,0,0,Foreign,2012-02-17 00:00:00
Chakravyuh,97896,0,0,Foreign,2012-10-24 00:00:00
Hecho En Mexico,76123,0,0,Foreign,2012-11-30 00:00:00
Simon and the Oaks,9964,2443359,0,Foreign,2012-10-12 00:00:00
Deadly Renovations,42588,0,0,Horror,2012-06-08 00:00:00
I Wish,10919,1397577,0,Foreign,2012-05-11 00:00:00
From Beneath,47628,0,0,Horror,2012-08-10 00:00:00
This Must Be the Place,7754,11647000,0,Comedy / Drama,2012-11-02 00:00:00
Luv Shuv Tey Chicken Khurana,95364,0,0,Foreign,2012-11-02 00:00:00
High School,82832,0,0,Comedy,2012-06-01 00:00:00
Beloved (2012),25825,1537608,0,Foreign,2012-08-17 00:00:00
Slaughter Creek,49392,0,0,Drama,2012-09-14 00:00:00
Warriors of the Rainbow:Seediq Bale,57183,0,23000000,Foreign / Action,2012-04-27 00:00:00
The Other Dream Team,19821,0,0,Documentary,2012-09-28 00:00:00
Kumare,9601,0,0,Documentary,2012-06-20 00:00:00
How to Survive a Plague,28250,0,0,Documentary,2012-09-21 00:00:00
The Loneliest Planet,15689,0,0,Thriller,2012-10-26 00:00:00
Forgiveness of Blood,26724,0,0,Foreign,2012-02-24 00:00:00
Escape Fire,30953,0,0,Documentary,2012-10-05 00:00:00
"Turn Me On, Dammit!",10145,0,0,Foreign,2012-03-30 00:00:00
God Bless America,27308,0,0,Comedy,2012-05-11 00:00:00
Iron Sky,0,8012949,0,Sci-Fi Comedy,2012-07-25 00:00:00
Cowgirls n' Angels,54675,0,0,Family,2012-05-25 00:00:00
Bel Ami,38018,8182799,0,Period Drama,2012-06-08 00:00:00
Bullet Vanishes,43444,0,0,Foreign / Action,2012-08-31 00:00:00
Beware of Mr. Baker,12195,0,0,Documentary,2012-11-28 00:00:00
The Woman in the Fifth,33011,0,0,Thriller,2012-06-15 00:00:00
Burn (2012),1970,0,0,Documentary,2012-11-09 00:00:00
Follow Me:The Yoni Netanyahu Story,7882,0,0,Documentary,2012-05-04 00:00:00
Wild Horse Wild Ride,3610,0,0,Documentary,2012-08-24 00:00:00
The Obama Effect,83896,0,0,Comedy,2012-07-13 00:00:00
The Perfect Family,14300,0,0,Comedy,2012-05-04 00:00:00
5 Broken Cameras,6674,0,0,Foreign,2012-05-30 00:00:00
Hello I Must Be Going,23904,0,0,Comedy / Drama,2012-09-07 00:00:00
Butter,70931,70688,0,Comedy,2012-10-05 00:00:00
The Magic of Belle Isle,10367,0,0,Comedy / Drama,2012-07-06 00:00:00
"Oslo, August 31st",9564,0,0,Foreign,2012-05-25 00:00:00
Wuthering Heights (2012),8956,0,0,Drama,2012-10-05 00:00:00
Mugamoodi,55501,0,0,Foreign / Action,2012-08-31 00:00:00
V/H/S,36402,0,0,Horror,2012-10-05 00:00:00
360,12186,1563588,0,Drama,2012-08-03 00:00:00
Hardflip,49879,0,0,Action Drama,2012-06-01 00:00:00
Goodbye First Love,21077,0,0,Foreign,2012-04-20 00:00:00
The Road (2012),56692,0,0,Foreign / Horror,2012-05-11 00:00:00
Starlet,15662,0,0,Drama,2012-11-09 00:00:00
Marina Abramovic:The Artist is Present,11041,0,0,Documentary,2012-06-13 00:00:00
The Eye of the Storm,25785,0,0,Drama,2012-09-07 00:00:00
Hating Breitbart,40673,0,0,Documentary,2012-10-19 00:00:00
Harvest of Empire,0,0,0,Documentary,2012-09-28 00:00:00
