MOVIE_NAME,DOMESTIC_OPENING,FOREIGN_TOTAL,BUDGET,GENRE,RELEASE_DATE
The Innkeepers,29557,0,0,Horror,2012-02-03 00:00:00
This is Not a Film,12608,0,0,Documentary,2012-02-29 00:00:00
The Island President,13998,0,0,Documentary,2012-03-28 00:00:00
Hara-Kiri:Death of a Samurai,10920,3447775,0,Foreign / Action,2012-07-20 00:00:00
On the Ice,17901,0,0,Drama / Thriller,2012-02-17 00:00:00
Detachment,10739,0,0,Drama,2012-03-16 00:00:00
The Invisible War,16500,0,0,Documentary,2012-06-22 00:00:00
Runaway Slave,3626,0,0,Documentary,2012-07-06 00:00:00
My Way (2012),17817,16467797,0,Foreign,2012-04-20 00:00:00
Taur Mittran Di,49926,0,0,Foreign,2012-05-11 00:00:00
An Inconsistent Truth,20733,0,0,Documentary,2012-01-27 00:00:00
Intruders,40746,2943074,0,Horror Thriller,2012-03-30 00:00:00
Klown,19683,12375005,0,Foreign,2012-07-27 00:00:00
Deadfall (2012),19391,0,0,Crime,2012-12-07 00:00:00
Toys in the Attic,19913,61551,0,Animation,2012-09-07 00:00:00
Girlfriend Boyfriend - GF BF,29016,0,0,Foreign,2012-08-03 00:00:00
The Details,18528,0,0,Comedy,2012-11-02 00:00:00
Let the Bullets Fly,11287,104273875,0,Foreign / Action,2012-03-02 00:00:00
Backwards,23190,0,0,Drama,2012-09-21 00:00:00
The Bodyguard (2012 re-release),0,0,0,Romance,2012-03-28 00:00:00
Neighboring Sounds,12666,0,0,Foreign,2012-08-24 00:00:00
Gregory Crewdson:Brief Encounters,1492,0,0,Documentary,2012-11-02 00:00:00
Declaration of War,12791,5841992,0,Foreign,2012-01-27 00:00:00
Vulgaria,31097,0,0,Foreign,2012-09-28 00:00:00
Side By Side,6956,0,0,Documentary,2012-08-17 00:00:00
Beyond the Black Rainbow,4957,0,0,Sci-Fi,2012-05-18 00:00:00
The Turin Horse,9145,0,0,Foreign,2012-02-10 00:00:00
Natural Selection,10375,0,0,Comedy,2012-03-16 00:00:00
Deitrick Haddon's A Beautiful Soul,46410,0,0,Drama,2012-05-04 00:00:00
Dangerous Liaisons (2012),18027,0,0,Foreign,2012-11-09 00:00:00
Surviving Progress,4161,0,0,Documentary,2012-04-06 00:00:00
Free Men,0,564293,0,Foreign,2012-03-16 00:00:00
A Trip to the Moon/The Extraordinary Voyage,2915,0,0,Documentary,2012-02-10 00:00:00
Occupy Unmasked,40952,0,0,Documentary,2012-09-21 00:00:00
Red Lights (2012),10340,13498550,0,Thriller,2012-07-13 00:00:00
Jodi Breakers,52618,0,0,Foreign,2012-02-24 00:00:00
Painted Skin:The Resurrection,17791,0,0,Foreign / Action,2012-08-17 00:00:00
Wake in Fright,6761,0,0,Thriller,2012-10-05 00:00:00
The Fitzgerald Family Christmas,13800,0,0,Drama,2012-12-07 00:00:00
"All's Well, End's Well (2012)",23250,0,0,Foreign,2012-01-27 00:00:00
War of the Buttons (2012),4737,13828480,0,Foreign,2012-10-12 00:00:00
Sing Your Song,13459,0,0,Documentary,2012-01-13 00:00:00
Step Up to the Plate,5643,0,0,Foreign,2012-09-14 00:00:00
Ballplayer:Pelotero,20628,0,0,Documentary,2012-07-13 00:00:00
The Pruitt-Igoe Myth,4721,0,0,Documentary,2012-01-20 00:00:00
Union Square,14406,0,0,Comedy,2012-07-13 00:00:00
Double Trouble,17978,0,0,Foreign,2012-06-08 00:00:00
OC87,5733,0,0,Documentary,2012-05-25 00:00:00
The Graduate:45th Anniversary Reunion,5778,0,0,Comedy / Drama,2012-04-11 00:00:00
All Together,12887,7168000,0,Foreign,2012-10-19 00:00:00
Nobody Else But You,3759,0,0,Foreign,2012-05-11 00:00:00
Last Call at the Oasis,8899,0,0,Documentary,2012-05-04 00:00:00
Fixing the Future,0,0,0,Documentary,2012-07-18 00:00:00
Fat Kid Rules the World,1450,0,0,Comedy,2012-10-05 00:00:00
The Comedy,6000,0,0,Drama,2012-11-09 00:00:00
The FP,15465,0,0,Comedy,2012-03-16 00:00:00
Paan Singh Tomar,20568,0,0,Foreign,2012-03-02 00:00:00
Soldiers of Fortune,24978,1533142,0,Action / Adventure,2012-08-03 00:00:00
Paul Williams Still Alive,6116,0,0,Documentary,2012-06-08 00:00:00
Death by China,5701,0,0,Documentary,2012-08-17 00:00:00
The Fairy,4199,0,0,Foreign,2012-02-24 00:00:00
Wagner & Me,4891,41020,0,Documentary,2012-12-07 00:00:00
Children of Paradise (2012 re-release),10741,0,0,Foreign,2012-03-09 00:00:00
Mansome,18395,0,0,Documentary,2012-05-18 00:00:00
The Inbetweeners Movie,36000,87989781,0,Comedy,2012-09-07 00:00:00
Bangkok Revenge,22116,0,0,Foreign / Action,2012-09-14 00:00:00
Fetih 1453:The Conquest of Constantinople,35730,34449107,0,Foreign / Action,2012-04-06 00:00:00
Max et les Ferrailleurs (Max and the Junkmen) (2012 re-release),11264,0,0,Foreign,2012-08-10 00:00:00
Comic-Con Episode IV:A Fan's Hope,8203,0,0,Documentary,2012-04-06 00:00:00
Orchestra of Exiles,6719,0,0,Documentary,2012-10-26 00:00:00
Hit So Hard,6500,0,0,Documentary,2012-04-13 00:00:00
District of Corruption,25086,0,0,Documentary,2012-10-26 00:00:00
Musical Chairs,9092,0,0,Romance,2012-03-23 00:00:00
Celine & Julie Go Boating (re-issue),5624,0,0,Foreign,2012-05-04 00:00:00
Whores' Glory,5358,0,0,Foreign,2012-04-27 00:00:00
Kalakalappu@Masala Cafe,17101,0,0,Foreign,2012-05-11 00:00:00
L!fe Happens,20186,0,0,Comedy,2012-04-13 00:00:00
Meet the Fokkens,7628,0,0,Documentary,2012-08-08 00:00:00
The Bay,19747,0,0,Horror Thriller,2012-11-02 00:00:00
Hide Away (2012),689,0,0,Drama,2012-05-25 00:00:00
Hermano,18835,1556003,0,Foreign,2012-08-24 00:00:00
Sacrifice,15243,0,0,Foreign,2012-07-27 00:00:00
You've Been Trumped,4497,0,0,Documentary,2012-08-03 00:00:00
Kill List,9838,142697,0,Horror,2012-02-03 00:00:00
Hitler's Children,2939,0,0,Documentary,2012-11-16 00:00:00
North Sea Texas,4487,16685,0,Foreign,2012-11-02 00:00:00
The Ambassador,13046,0,0,Documentary,2012-08-29 00:00:00
Least Among Saints,15774,0,0,Drama,2012-10-12 00:00:00
Port of Shadows (2012 re-issue),6618,0,0,Foreign,2012-09-14 00:00:00
"The Devil, Probably (2012 re-release)",1688,0,0,Foreign,2012-01-13 00:00:00
Here (2012),7927,0,0,Romance,2012-04-13 00:00:00
"Pink Ribbons, Inc.",2721,0,0,Documentary,2012-06-01 00:00:00
Django (2012 re-release),6150,0,0,Foreign,2012-12-21 00:00:00
Nobody Walks,7269,0,0,Drama,2012-10-19 00:00:00
Death of the Virgin,8628,0,0,Horror,2012-02-10 00:00:00
In Another Country,3207,0,0,Drama,2012-11-09 00:00:00
Sound of Noise,5877,0,0,Foreign,2012-03-09 00:00:00
Otter 501,5444,0,0,Documentary,2012-05-11 00:00:00
Radio Unnameable,5833,0,0,Documentary,2012-09-19 00:00:00
Attenberg,3998,45925,0,Foreign,2012-03-09 00:00:00
The Rabbi's Cat,4301,3711407,0,Animation,2012-12-07 00:00:00
Hellbound?,3938,0,0,Documentary,2012-09-21 00:00:00
The First Time,17061,0,0,Comedy / Drama,2012-10-19 00:00:00
Keyhole,3294,0,0,Thriller,2012-04-06 00:00:00
The Long Day Closes (2012 re-release),1407,0,0,Drama,2012-03-05 00:00:00
Carol Channing:Larger Than Life,5000,0,0,Documentary,2012-01-20 00:00:00
The Revisionaries,2608,0,0,Documentary,2012-10-05 00:00:00
Losing Control,2196,0,0,Romantic Comedy,2012-03-23 00:00:00
My Worst Nightmare,1142,7094036,0,Foreign,2012-10-19 00:00:00
Better Than Something:Jay Reatard,5712,0,0,Documentary,2012-03-02 00:00:00
Sedona,0,0,0,Adventure Comedy,2012-03-16 00:00:00
Waiting for Lightning,19537,0,0,Documentary,2012-12-07 00:00:00
Bonsai,2293,0,0,Foreign,2012-05-11 00:00:00
Girl Model,4898,0,0,Documentary,2012-09-05 00:00:00
Lay the Favorite,20998,1555689,0,Comedy,2012-12-07 00:00:00
The Day,10121,0,0,Sci-Fi Thriller,2012-08-29 00:00:00
The Highest Pass,10125,0,0,Documentary,2012-04-27 00:00:00
Jesus Henry Christ,8192,0,0,Comedy / Drama,2012-04-20 00:00:00
How to Grow a Band,5705,0,0,Documentary,2012-04-13 00:00:00
In Over My Head,7476,0,0,Romantic Comedy,2012-10-26 00:00:00
Tchoupitoulas,2379,0,0,Documentary,2012-12-07 00:00:00
The Color Wheel,3884,0,0,Comedy,2012-05-18 00:00:00
Sophomore,13097,0,0,Comedy,2012-01-13 00:00:00
28 Hotel Rooms,1869,0,0,Drama,2012-11-09 00:00:00
Chely Wright:Wish Me Away,5026,0,0,Documentary,2012-06-01 00:00:00
Lovely Molly,12555,0,0,Horror Thriller,2012-05-18 00:00:00
El Milagro De Marcelino Pan,17092,0,3000000,Foreign,2012-10-26 00:00:00
Total Recall (2012 re-release),5788,0,0,Sci-Fi Action,2012-08-10 00:00:00
Juan of the Dead,12000,0,0,Foreign,2012-03-16 00:00:00
Payback (2012),2186,0,0,Documentary,2012-04-25 00:00:00
4:44:Last Day on Earth,8355,0,0,Fantasy Drama,2012-03-23 00:00:00
Little Birds,4574,0,0,Drama,2012-08-29 00:00:00
Grandmaster,10479,0,0,Foreign / Action,2012-05-04 00:00:00
The Understudy,0,0,0,Comedy / Drama,2012-03-16 00:00:00
The Prophet's Son,8168,0,0,Drama,2012-09-29 00:00:00
Inventing Our Life:The Kibbutz Experiment,6193,0,0,Documentary,2012-04-27 00:00:00
Teddy Bear,5388,0,0,Foreign,2012-08-22 00:00:00
Return (2012),6717,0,0,Drama,2012-02-10 00:00:00
Alps,2628,0,0,Foreign,2012-07-13 00:00:00
Long Shot:The Kevin Laue Story,16011,0,0,Documentary,2012-10-26 00:00:00
Patience (After Sebald),5302,0,0,Documentary,2012-05-09 00:00:00
$upercapitalist,8372,0,0,Thriller,2012-08-10 00:00:00
This Binary Universe,1794,0,0,Documentary,2012-05-04 00:00:00
Take Me Home,322,0,0,Romantic Comedy,2012-03-09 00:00:00
Michael (2012),0,0,0,Foreign,2012-02-15 00:00:00
Quill:The Life of a Guide Dog,1678,0,0,Foreign,2012-05-18 00:00:00
California Solo,3412,0,0,Drama,2012-11-30 00:00:00
A Little Bit of Heaven,10011,1281562,0,Romance,2012-05-04 00:00:00
Only the Young,1446,0,0,Documentary,2012-12-07 00:00:00
17 Girls,4449,186484,0,Foreign,2012-09-21 00:00:00
Kung Fu Joe,3158,0,0,Comedy,2012-02-10 00:00:00
Trade of Innocents,588,0,0,Thriller,2012-10-05 00:00:00
30 Beats,8624,0,0,Romantic Comedy,2012-07-20 00:00:00
Unraveled,9006,0,0,Documentary,2012-04-13 00:00:00
Tristana (2012 re-release),4754,0,0,Foreign,2012-10-12 00:00:00
Silent Night,9780,0,0,Horror,2012-11-30 00:00:00
Space Dogs 3D,14408,8300000,0,Animation,2012-05-18 00:00:00
Never Stand Still:Dancing at Jacob's Pillow,1951,0,0,Documentary,2012-05-18 00:00:00
We Won't Grow Old Together (2012 re-release),1677,0,0,Foreign,2012-06-08 00:00:00
Gayby,4792,0,0,Comedy / Drama,2012-10-12 00:00:00
6 Month Rule,1963,0,0,Comedy,2012-06-01 00:00:00
Head Games,1152,0,0,Documentary,2012-09-21 00:00:00
Planet of Snail,2011,0,0,Documentary,2012-07-25 00:00:00
Falling Away,1284,0,0,Drama,2012-03-02 00:00:00
The Day He Arrives,3311,0,0,Foreign,2012-04-20 00:00:00
Daisies (2012 re-release),6576,0,0,Foreign,2012-07-06 00:00:00
The Law in These Parts,2814,0,0,Foreign,2012-11-16 00:00:00
When the Iron Bird Flies,0,0,0,Documentary,2012-10-19 00:00:00
Reuniting the Rubins,734,0,0,Family Comedy,2012-03-16 00:00:00
Dysfunctional Friends,7409,0,5000000,Comedy,2012-02-03 00:00:00
Citadel,5715,0,0,Horror Thriller,2012-11-09 00:00:00
The Trouble with Bliss,4618,0,0,Romantic Comedy,2012-03-23 00:00:00
Nothing But a Man (2012 re-release),3466,0,0,Romance,2012-11-09 00:00:00
"How Much Does Your Building Weigh, Mr. Foster?",2759,0,0,Documentary,2012-01-25 00:00:00
Norwegian Wood,13000,17623261,0,Foreign,2012-01-06 00:00:00
Virginia,6915,0,0,Drama,2012-05-18 00:00:00
Around June,0,0,0,Fantasy Drama,2012-02-24 00:00:00
For Ellen,4616,0,0,Drama,2012-09-05 00:00:00
Grassroots,6497,0,0,Comedy / Drama,2012-06-22 00:00:00
Lost Angels:Skid Row is My Home,7039,0,0,Documentary,2012-12-07 00:00:00
Ultrasuede,3968,0,0,Documentary,2012-01-20 00:00:00
"Now, Forager",1539,0,0,Drama,2012-10-03 00:00:00
Dragon (2012),11137,29140858,0,Foreign / Action,2012-11-30 00:00:00
The Front Line,7188,0,0,Foreign / Action,2012-01-20 00:00:00
Tales of the Night,7154,1709582,0,Animation,2012-09-26 00:00:00
Henning Mankell's 'Wallander':The Revenge,2230,0,0,Foreign,2012-05-25 00:00:00
The Man Who Shook the Hand of Vicente Fernandez,3099,0,0,Comedy / Drama,2012-12-07 00:00:00
Special Forces,10759,0,0,Action,2012-10-12 00:00:00
Found Memories,3874,0,0,Foreign,2012-06-01 00:00:00
China Heavyweight,3792,0,0,Documentary,2012-07-06 00:00:00
Santa Mesa,3846,0,0,Drama,2012-01-13 00:00:00
Husbands in Goa,4483,0,0,Foreign,2012-09-21 00:00:00
Putin's Kiss,1525,0,0,Foreign,2012-02-17 00:00:00
Starry Starry Night,2312,0,0,Foreign,2012-03-23 00:00:00
Arjun:The Warrior Prince,5527,0,0,Animation,2012-05-25 00:00:00
The Do-Deca-Pentathlon,10000,0,0,Comedy,2012-07-06 00:00:00
Post Mortem,2406,0,0,Foreign,2012-04-11 00:00:00
Rec 3:Genesis,3001,10148447,0,Foreign / Horror,2012-09-07 00:00:00
The City Dark,2983,0,0,Documentary,2012-01-18 00:00:00
Decoding Deepak,9100,0,0,Documentary,2012-10-05 00:00:00
Art of Submission,8759,0,0,Action Thriller,2012-09-21 00:00:00
Three Stars,1003,0,0,Documentary,2012-09-21 00:00:00
Corpo Celeste,2263,0,0,Foreign,2012-06-08 00:00:00
Home Run Showdown,8824,0,0,Sports Comedy,2012-07-27 00:00:00
The Man in the White Suit (2012 re-release),3874,0,0,Comedy,2012-11-16 00:00:00
Man on a Mission,3430,0,0,Documentary,2012-01-13 00:00:00
"Small, Beautiful Moving Parts",3087,0,0,Comedy,2012-05-11 00:00:00
Mosquita y Mari,5070,0,0,Drama,2012-08-03 00:00:00
General Education,282,0,0,Comedy,2012-08-24 00:00:00
Cartas a Elena,7711,0,0,Foreign,2012-06-08 00:00:00
The Snowtown Murders,1273,0,0,Thriller,2012-03-02 00:00:00
Dreams of a Life,3085,0,0,Documentary,2012-08-03 00:00:00
Restless City,8100,0,0,Drama,2012-04-27 00:00:00
The Babymakers,5215,0,0,Comedy,2012-08-03 00:00:00
Roadie (2012),2661,0,0,Drama,2012-01-06 00:00:00
Photographic Memory,3006,0,0,Documentary,2012-10-12 00:00:00
Last Days Here,2671,0,0,Documentary,2012-03-02 00:00:00
Brooklyn Brothers Beat the Best,3850,0,0,Comedy,2012-09-21 00:00:00
Bel Borba Aqui,1869,0,0,Foreign,2012-10-03 00:00:00
Price Check,2783,0,0,Comedy / Drama,2012-11-16 00:00:00
The Giant Mechanical Man,1789,0,0,Romantic Comedy,2012-04-27 00:00:00
Domain (2012),2810,0,0,Foreign,2012-01-13 00:00:00
"Love, Marilyn",4000,0,0,Documentary,2012-11-30 00:00:00
Last Ride,838,0,0,Drama,2012-06-29 00:00:00
In Our Nature,4378,0,0,Drama,2012-12-07 00:00:00
Windfall,1780,0,0,Documentary,2012-02-03 00:00:00
The Beat Hotel,1458,0,0,Documentary,2012-03-30 00:00:00
Tonight You're Mine,2144,0,0,Comedy,2012-05-11 00:00:00
Crazy Eyes,3259,0,0,Comedy,2012-07-06 00:00:00
The Last Fall,6100,0,0,Drama,2012-10-26 00:00:00
The Miners' Hymns,3217,0,0,Drama,2012-02-08 00:00:00
Las Acacias,6000,0,0,Foreign,2012-09-07 00:00:00
American Animal,5928,0,0,Comedy / Drama,2012-05-18 00:00:00
Buzzkill,0,0,0,Comedy,2012-01-20 00:00:00
Sushi:The Global Catch,516,0,0,Documentary,2012-08-03 00:00:00
Save the Date,3755,0,0,Romantic Comedy,2012-12-14 00:00:00
Bookers Place,2455,0,0,Documentary,2012-04-25 00:00:00
Young and Wild,3798,0,0,Foreign,2012-11-30 00:00:00
Universal Soldier:Day of Reckoning,3181,363719,0,Sci-Fi Action,2012-11-30 00:00:00
The Good Doctor,3180,0,0,Thriller,2012-08-31 00:00:00
Liar's Autobiography,5102,0,0,Animation,2012-11-02 00:00:00
Downtown Express,3474,0,0,Drama,2012-04-20 00:00:00
Bringing Up Bobby,1005,0,0,Family Comedy,2012-09-28 00:00:00
Tomorrow When the War Began,3172,16500000,0,Action / Adventure,2012-02-24 00:00:00
Brake,4330,0,0,Thriller,2012-03-21 00:00:00
A Man Vanishes (2012 re-release),1576,0,0,Documentary,2012-11-15 00:00:00
Breathing,949,802806,0,Foreign,2012-08-31 00:00:00
Newlyweds,4584,0,0,Comedy / Drama,2012-01-13 00:00:00
Art Is... The Permanent Revolution,2718,0,0,Documentary,2012-03-02 00:00:00
Yangsi,0,0,0,Documentary,2012-12-07 00:00:00
The Moth Diaries,2276,0,0,Sci-Fi Horror,2012-04-20 00:00:00
Free Radicals:A History of Experimental Film,1350,0,0,Documentary,2012-08-03 00:00:00
They Come to America,3775,0,0,Documentary,2012-03-31 00:00:00
Bad Blood the Hunger,1872,0,0,Horror,2012-10-26 00:00:00
Pickin & Grinnin,3003,0,0,Comedy,2012-09-07 00:00:00
The Day I Saw Your Heart,2810,1963145,0,Foreign,2012-08-24 00:00:00
Loosies,808,0,0,Comedy / Drama,2012-01-11 00:00:00
Cirkus Columbia,1284,9529,0,Foreign,2012-02-17 00:00:00
Vamps,548,0,0,Comedy,2012-11-02 00:00:00
Sleepless Night,2106,0,0,Foreign / Action,2012-05-11 00:00:00
After the Wizard,2527,0,0,Fantasy,2012-08-10 00:00:00
Apart (2012),3161,0,0,Drama,2012-03-09 00:00:00
ATM,2034,0,0,Thriller,2012-04-06 00:00:00
About Cherry,2760,0,0,Drama,2012-09-21 00:00:00
Perfect Sense,1567,0,0,Romance,2012-02-03 00:00:00
Cheerful Weather for the Wedding,727,0,0,Romantic Comedy,2012-12-07 00:00:00
Carl,2592,0,0,Horror Thriller,2012-04-27 00:00:00
The Samaritan,1744,0,0,Thriller,2012-05-18 00:00:00
The Ghastly Love of Johnny X,86,0,0,Fantasy Comedy,2012-10-26 00:00:00
Why Stop Now?,1641,0,0,Comedy / Drama,2012-08-17 00:00:00
Split:A Deeper Divide,2338,0,0,Documentary,2012-10-12 00:00:00
Scorn,0,0,0,Drama,2012-03-01 00:00:00
Patagonia Rising,981,0,0,Documentary,2012-06-08 00:00:00
I Kissed a Vampire,1380,0,0,Musical,2012-03-30 00:00:00
Dystopia 2013,1011,0,0,Action / Adventure,2012-01-13 00:00:00
El Velador (The Night Watchman),378,0,0,Documentary,2012-07-06 00:00:00
Where Are You Taking Me?,937,0,0,Documentary,2012-03-02 00:00:00
Bestiaire,0,0,0,Documentary,2012-10-19 00:00:00
Headshot,456,0,0,Foreign,2012-09-28 00:00:00
Jason Becker:Not Dead Yet,319,0,0,Documentary,2012-12-12 00:00:00
Snowman's Land,656,0,0,Foreign,2012-09-14 00:00:00
Jack and Diane,294,0,0,Romance,2012-11-02 00:00:00
The Decoy Bride,542,0,0,Comedy,2012-03-09 00:00:00
Nature Calls,382,0,0,Comedy,2012-11-09 00:00:00
Citizen Gangster,625,0,0,Crime Drama,2012-04-27 00:00:00
Death of a Superhero,345,0,0,Drama,2012-05-04 00:00:00
Gottfried Helnwein and the Dreaming Child,402,0,0,Documentary,2012-11-23 00:00:00
Meeting Evil,181,0,0,Crime Drama,2012-05-04 00:00:00
Apartment 143,256,425876,0,Horror,2012-06-01 00:00:00
Playback,252,0,0,Horror Thriller,2012-03-16 00:00:00
Harry Potter and the Deathly Hallows Part 2,169189427,960500000,0,Fantasy,2011-07-15 00:00:00
Transformers:Dark of the Moon,97852865,771403536,195000000,Sci-Fi Action,2011-06-29 00:00:00
The Twilight Saga:Breaking Dawn Part 1,138122261,430918723,110000000,Romance,2011-11-18 00:00:00
The Hangover Part II,85946294,332300000,80000000,Comedy,2011-05-26 00:00:00
Pirates of the Caribbean:On Stranger Tides,90151958,804642000,250000000,Period Adventure,2011-05-20 00:00:00
Fast Five,86198765,416300000,125000000,Action,2011-04-29 00:00:00
Mission:Impossible - Ghost Protocol,42341833,485315477,145000000,Action,2011-12-16 00:00:00
Cars 2,66135507,368400000,200000000,Animation,2011-06-24 00:00:00
Sherlock Holmes:A Game of Shadows,39637079,358600000,0,Adventure,2011-12-16 00:00:00
Thor,65723338,268295994,150000000,Action / Adventure,2011-05-06 00:00:00
Rise of the Planet of the Apes,54806191,305040864,93000000,Sci-Fi Action,2011-08-05 00:00:00
Captain America:The First Avenger,65058524,193915269,140000000,Action / Adventure,2011-07-22 00:00:00
The Help,26044590,46931000,25000000,Drama,2011-08-10 00:00:00
Bridesmaids,26247410,119276798,0,Comedy,2011-05-13 00:00:00
Kung Fu Panda 2,47656302,500443218,150000000,Animation,2011-05-26 00:00:00
Puss in Boots,34077439,405726973,130000000,Animation,2011-10-28 00:00:00
X-Men:First Class,55101604,207215819,160000000,Action / Adventure,2011-06-03 00:00:00
Rio,39225962,341015951,90000000,Animation,2011-04-15 00:00:00
The Smurfs,35611637,421135165,110000000,Family Comedy,2011-07-29 00:00:00
Alvin and the Chipmunks:Chipwrecked,23244744,209584693,75000000,Family Comedy,2011-12-16 00:00:00
Super 8,35451168,133091807,50000000,Sci-Fi,2011-06-10 00:00:00
Rango,38079323,122246996,135000000,Animation,2011-03-04 00:00:00
Horrible Bosses,28302165,92100000,35000000,Comedy,2011-07-08 00:00:00
Green Lantern,53174303,103250000,200000000,Action / Adventure,2011-06-17 00:00:00
Hop,37543710,75868418,63000000,Comedy,2011-04-01 00:00:00
Paranormal Activity 3,52568183,103011037,5000000,Horror,2011-10-21 00:00:00
Just Go With It,30514732,111917482,80000000,Romantic Comedy,2011-02-11 00:00:00
The Girl with the Dragon Tattoo (2011),12768604,130101637,90000000,Thriller,2011-12-21 00:00:00
Bad Teacher,31603106,115904636,20000000,Comedy,2011-06-24 00:00:00
Cowboys & Aliens,36431290,74581774,163000000,Sci-Fi Action,2011-07-29 00:00:00
Gnomeo and Juliet,25356909,94000000,0,Animation,2011-02-11 00:00:00
The Green Hornet,33526876,129037206,120000000,Action / Adventure,2011-01-14 00:00:00
The Lion King (in 3D),30151614,91300000,0,Animation,2011-09-16 00:00:00
The Muppets,29239026,76553000,45000000,Family Comedy,2011-11-23 00:00:00
Real Steel,27319677,213800000,0,Action Drama,2011-10-07 00:00:00
"Crazy, Stupid, Love.",19104303,58500000,50000000,Comedy,2011-07-29 00:00:00
Battle:Los Angeles,35573187,128266925,70000000,Sci-Fi Action,2011-03-11 00:00:00
Immortals,32206425,143400000,75000000,Fantasy Drama,2011-11-11 00:00:00
The Descendants,5570234,94659025,0,Comedy / Drama,2011-11-16 00:00:00
Zookeeper,20065617,89491916,80000000,Comedy,2011-07-08 00:00:00
War Horse,22043374,97700000,66000000,War,2011-12-25 00:00:00
Limitless,18907302,82600000,27000000,Action Thriller,2011-03-18 00:00:00
Tower Heist,24025190,74884053,75000000,Comedy,2011-11-04 00:00:00
The Adventures of Tintin,9720993,296402120,0,Animation,2011-12-21 00:00:00
Contagion,22403596,59800000,60000000,Action Thriller,2011-09-09 00:00:00
We Bought a Zoo,9360434,44457291,0,Comedy / Drama,2011-12-23 00:00:00
Moneyball,19501302,34600724,50000000,Sports Drama,2011-09-23 00:00:00
Jack and Jill,25003575,75515631,79000000,Comedy,2011-11-11 00:00:00
Hugo,11364505,111905653,0,Family Adventure,2011-11-23 00:00:00
Justin Bieber:Never Say Never,29514054,26022917,13000000,Documentary,2011-02-11 00:00:00
Dolphin Tale,19152401,23117618,37000000,Family,2011-09-23 00:00:00
No Strings Attached,19652921,78565857,25000000,Comedy,2011-01-21 00:00:00
Mr. Popper's Penguins,18445355,119137302,55000000,Family Comedy,2011-06-17 00:00:00
Happy Feet Two,21237068,86400000,0,Animation,2011-11-18 00:00:00
Unknown,21856389,67100000,30000000,Drama / Thriller,2011-02-18 00:00:00
The Adjustment Bureau,21157730,65373734,0,Sci-Fi Thriller,2011-03-04 00:00:00
Water for Elephants,16842353,58385185,38000000,Drama,2011-04-22 00:00:00
The Lincoln Lawyer,13206453,17000000,40000000,Crime Drama,2011-03-18 00:00:00
Midnight in Paris,6429726,94302174,17000000,Romantic Comedy,2011-05-20 00:00:00
Friends with Benefits,18622150,93739491,35000000,Comedy,2011-07-22 00:00:00
I Am Number Four,19449893,94778000,60000000,Sci-Fi Adventure,2011-02-18 00:00:00
Source Code,14812094,92620470,32000000,Sci-Fi Thriller,2011-04-01 00:00:00
New Year's Eve,13019180,87500000,56000000,Romantic Comedy,2011-12-09 00:00:00
Insidious,13271464,43000000,0,Horror,2011-04-01 00:00:00
Tyler Perry's Madea's Big Happy Family,25068677,816000,0,Comedy,2011-04-22 00:00:00
Diary of a Wimpy Kid:Rodrick Rules,23751502,19718859,21000000,Comedy,2011-03-25 00:00:00
Footloose (2011),15556113,11740586,24000000,Musical,2011-10-14 00:00:00
The Dilemma,17816230,21246676,70000000,Comedy,2011-01-14 00:00:00
Arthur Christmas,12068931,100957003,0,Animation,2011-11-23 00:00:00
Hall Pass,13535374,38100000,36000000,Comedy,2011-02-25 00:00:00
The Artist,2576681,88761174,15000000,Comedy / Drama,2011-11-25 00:00:00
Soul Surfer,10601862,3235566,18000000,Sports Drama,2011-04-08 00:00:00
Final Destination 5,18031396,115300000,40000000,Horror,2011-08-12 00:00:00
The Ides of March,10470143,35030527,0,Thriller,2011-10-07 00:00:00
Hanna,12370549,23522959,30000000,Adventure,2011-04-08 00:00:00
Something Borrowed,13945368,21137332,35000000,Romantic Comedy,2011-05-06 00:00:00
Spy Kids:All the Time in the World,11644672,47026122,27000000,Family Adventure,2011-08-19 00:00:00
Scream 4,18692090,58957758,40000000,Horror,2011-04-15 00:00:00
"Big Mommas:Like Father, Like Son",16300803,44770652,32000000,Action Comedy,2011-02-18 00:00:00
Red Riding Hood,14005335,51500000,42000000,Drama / Thriller,2011-03-11 00:00:00
In Time,12050368,136410501,40000000,Sci-Fi Thriller,2011-10-28 00:00:00
Paul,13043310,60571070,40000000,Sci-Fi Comedy,2011-03-18 00:00:00
J. Edgar,11217324,47300000,35000000,Drama,2011-11-09 00:00:00
The Roommate,15002635,3192652,16000000,Thriller,2011-02-04 00:00:00
Jumping the Broom,15215487,415216,0,Comedy,2011-05-06 00:00:00
The Change-Up,13531115,38368962,52000000,Comedy,2011-08-05 00:00:00
30 Minutes or Less,13330118,3493516,28000000,Action Comedy,2011-08-12 00:00:00
Colombiana,10408176,24300000,40000000,Action,2011-08-26 00:00:00
Sucker Punch,19058199,53400000,82000000,Action,2011-03-25 00:00:00
Larry Crowne,13096065,36400000,30000000,Romantic Comedy,2011-07-01 00:00:00
A Very Harold & Kumar 3D Christmas,12954142,326181,19000000,Comedy,2011-11-04 00:00:00
Drive (2011),11340461,41114477,15000000,Action Drama,2011-09-16 00:00:00
50/50,8644095,4173591,8000000,Comedy / Drama,2011-09-30 00:00:00
