MOVIE_NAME,DOMESTIC_OPENING,FOREIGN_TOTAL,BUDGET,GENRE,RELEASE_DATE
Mad Max:Fury Road,45428128,224800000,150000000,Sci-Fi Action,2015-05-15 00:00:00
Daddy's Home,38740203,90003255,0,Comedy,2015-12-25 00:00:00
The Divergent Series:Insurgent,52263680,167097257,110000000,Action / Adventure,2015-03-20 00:00:00
The Peanuts Movie,44213073,116054702,99000000,Animation,2015-11-06 00:00:00
Kingsman:The Secret Service,36206331,286089822,81000000,Action / Adventure,2015-02-13 00:00:00
The Good Dinosaur,39155217,208839027,0,Animation,2015-11-25 00:00:00
Spy,29085719,124840507,65000000,Comedy,2015-06-05 00:00:00
Trainwreck,30097040,30583093,35000000,Comedy,2015-07-17 00:00:00
Creed,29632823,63800000,35000000,Drama,2015-11-25 00:00:00
Tomorrowland,33028165,115718000,190000000,Sci-Fi,2015-05-22 00:00:00
Get Hard,33803253,21400000,40000000,Comedy,2015-03-27 00:00:00
Terminator:Genisys,27018486,350842581,155000000,Action,2015-07-01 00:00:00
Taken 3,39201657,237222717,48000000,Action,2015-01-09 00:00:00
Sisters,13922855,17966408,30000000,Comedy,2015-12-18 00:00:00
Alvin and the Chipmunks:The Road Chip,14287159,148911649,0,Family Comedy,2015-12-18 00:00:00
Maze Runner:The Scorch Trials,30316510,230627911,61000000,Action / Adventure,2015-09-18 00:00:00
Ted 2,33507870,135215348,68000000,Comedy,2015-06-26 00:00:00
Goosebumps,23618556,70090436,58000000,Horror Comedy,2015-10-16 00:00:00
Pixels,24011616,166127224,88000000,Action Comedy,2015-07-24 00:00:00
Paddington,18966676,183317852,55000000,Family,2015-01-16 00:00:00
The Intern,17728313,118800000,35000000,Comedy,2015-09-25 00:00:00
Bridge of Spies,15371203,93164594,40000000,Thriller,2015-10-16 00:00:00
Paul Blart:Mall Cop 2,23762435,36550035,30000000,Comedy,2015-04-17 00:00:00
The Big Short,11236553,63086636,28000000,Drama,2015-12-11 00:00:00
War Room,11351389,0,3000000,Drama,2015-08-28 00:00:00
Magic Mike XXL,12857184,56500000,0,Comedy / Drama,2015-07-01 00:00:00
The Visit,25427560,33243957,5000000,Horror,2015-09-11 00:00:00
The Wedding Ringer,20649306,15339669,23000000,Comedy,2015-01-16 00:00:00
Black Mass,22635037,37200000,53000000,Crime Drama,2015-09-18 00:00:00
Vacation,14681108,46000000,31000000,Comedy,2015-07-29 00:00:00
The Perfect Guy,25888154,3245738,12000000,Thriller,2015-09-11 00:00:00
Joy,17015168,44682827,60000000,Comedy / Drama,2015-12-25 00:00:00
Fantastic Four,25685737,111860048,120000000,Action / Adventure,2015-08-07 00:00:00
The Hateful Eight,20317321,101642701,44000000,Western,2015-12-25 00:00:00
Focus (2015),18685137,105200000,0,Comedy,2015-02-27 00:00:00
Southpaw,16701294,39548874,30000000,Drama,2015-07-24 00:00:00
Insidious Chapter 3,22692741,60765331,10000000,Horror,2015-06-05 00:00:00
Poltergeist (2015),22620386,48012869,35000000,Horror,2015-05-22 00:00:00
Jupiter Ascending,18372372,136600000,176000000,Sci-Fi,2015-02-06 00:00:00
Sicario,12549329,37973463,30000000,Action Drama,2015-09-18 00:00:00
The Man From U.N.C.L.E.,13421036,64400000,75000000,Action,2015-08-14 00:00:00
Spotlight,4703261,43290697,0,Drama,2015-11-06 00:00:00
"McFarland, USA",11020798,1227649,0,Sports Drama,2015-02-20 00:00:00
The Gift (2015),11854273,15191388,5000000,Thriller,2015-08-07 00:00:00
Everest (2015),20464930,159945314,55000000,Thriller,2015-09-18 00:00:00
The Night Before,9880536,9348624,25000000,Comedy,2015-11-20 00:00:00
Krampus,16293325,18823232,15000000,Horror Comedy,2015-12-04 00:00:00
Max (2015),12155254,1311000,20000000,Family,2015-06-26 00:00:00
The Age of Adaline,13203458,23033500,0,Drama,2015-04-24 00:00:00
Brooklyn,4133948,23753398,0,Drama,2015-11-04 00:00:00
The Longest Ride,13019686,25498698,34000000,Romance,2015-04-10 00:00:00
The Boy Next Door,14910105,17002475,4000000,Thriller,2015-01-23 00:00:00
Pan,15315435,93300000,150000000,Fantasy,2015-10-09 00:00:00
Hot Pursuit,13942258,17100000,35000000,Comedy,2015-05-08 00:00:00
Concussion (2015),10513749,14081098,35000000,Drama,2015-12-25 00:00:00
The DUFF,10809149,9498291,0,Comedy,2015-02-20 00:00:00
Woman in Gold,7574676,28311980,11000000,Drama,2015-04-01 00:00:00
The Second Best Exotic Marigold Hotel,8540370,52900000,10000000,Comedy / Drama,2015-03-06 00:00:00
Unfriended,15845115,31574553,0,Horror,2015-04-17 00:00:00
Entourage,10283250,16900000,30000000,Comedy,2015-06-03 00:00:00
Paper Towns,12650140,53511996,12000000,Drama,2015-07-24 00:00:00
Chappie,13346782,70500000,49000000,Sci-Fi Action,2015-03-06 00:00:00
Crimson Peak,13143310,43589502,55000000,Horror,2015-10-16 00:00:00
A Walk in the Woods,8246267,6486806,0,Comedy,2015-09-02 00:00:00
Point Break (2015),9800252,104936230,105000000,Action,2015-12-25 00:00:00
Sinister 2,10542116,25141063,10000000,Horror,2015-08-21 00:00:00
The Last Witch Hunter,10812861,113028990,90000000,Action Fantasy,2015-10-23 00:00:00
No Escape,8111264,27130000,0,Action,2015-08-26 00:00:00
Ricki and the Flash,6610961,14503184,18000000,Comedy / Drama,2015-08-07 00:00:00
The Woman in Black 2:Angel of Death,15027415,22352982,0,Horror,2015-01-02 00:00:00
Run All Night,11012305,45200000,50000000,Action,2015-03-13 00:00:00
Love the Coopers,8317545,16124181,17000000,Comedy,2015-11-13 00:00:00
The Lazarus Effect,10203437,12550307,0,Horror,2015-02-27 00:00:00
Ex Machina,5586764,11426456,15000000,Sci-Fi Thriller,2015-04-10 00:00:00
In the Heart of the Sea,11053366,68900000,100000000,Drama,2015-12-11 00:00:00
The Gallows,9808463,20200000,0,Horror,2015-07-10 00:00:00
Hitman:Agent 47,8326530,59880206,35000000,Action / Adventure,2015-08-21 00:00:00
Project Almanac,8310252,10865000,12000000,Sci-Fi,2015-01-30 00:00:00
Black or White,6213362,0,9000000,Drama,2015-01-30 00:00:00
Aloha,9670235,5182904,37000000,Comedy / Drama,2015-05-29 00:00:00
The Secret in their Eyes (2015),6652996,12009572,0,Thriller,2015-11-20 00:00:00
Shaun the Sheep Movie,4038962,86655302,0,Animation,2015-08-05 00:00:00
Still Alice,2363000,25130281,5000000,Drama,2015-01-16 00:00:00
Paranormal Activity:The Ghost Dimension,8070493,59799429,10000000,Horror,2015-10-23 00:00:00
Steve Jobs,7627257,16675215,30000000,Drama,2015-10-09 00:00:00
Mr. Holmes,5187040,11617557,0,Crime Drama,2015-07-17 00:00:00
Dope,6100010,480311,7000000,Comedy / Drama,2015-06-19 00:00:00
Seventh Son,7217640,96955348,95000000,Fantasy,2015-02-06 00:00:00
Monkey Kingdom,4577861,711000,0,Documentary,2015-04-17 00:00:00
The Transporter Refueled,7355622,56600000,0,Action,2015-09-04 00:00:00
Room,1453861,20724104,0,Drama,2015-10-16 00:00:00
It Follows,3971141,0,0,Horror,2015-03-13 00:00:00
American Ultra,5454284,12698539,28000000,Action Comedy,2015-08-21 00:00:00
Woodlawn,4002226,0,0,Drama,2015-10-16 00:00:00
Burnt,5002521,22954797,20000000,Comedy,2015-10-30 00:00:00
Do You Believe?,3591282,0,0,Drama,2015-03-20 00:00:00
Carol,1711559,27560644,0,Drama,2015-11-20 00:00:00
Love & Mercy,3874594,16090745,0,Music Drama,2015-06-05 00:00:00
Strange Magic,5504441,1173870,0,Animation,2015-01-23 00:00:00
Hot Tub Time Machine 2,5963324,767000,14000000,Comedy,2015-02-20 00:00:00
Self/Less,5403460,18243535,26000000,Sci-Fi Thriller,2015-07-10 00:00:00
Far from the Madding Crowd,2452219,17993477,0,Drama,2015-05-01 00:00:00
The 33,5787266,12675001,0,Drama,2015-11-13 00:00:00
The Danish Girl,713692,53077505,0,Drama,2015-11-27 00:00:00
The Gunman,5028702,13512388,40000000,Thriller,2015-03-20 00:00:00
Unfinished Business,4772613,4211752,35000000,Comedy,2015-03-06 00:00:00
The Walk,5279476,51044440,35000000,Adventure,2015-09-30 00:00:00
The Lady in the Van,10021175,31366512,6000000,Drama,2015-12-04 00:00:00
Un Gallo con Muchos Huevos,5448836,0,0,Animation,2015-09-04 00:00:00
Amy,222500,0,0,Documentary,2015-07-03 00:00:00
Bajrangi Bhaijaan,2621282,0,0,Drama,2015-07-17 00:00:00
Dragon Ball Z:Resurrection 'F',1817937,53759827,0,Animation,2015-08-04 00:00:00
Blackhat,3901815,11646077,70000000,Thriller,2015-01-16 00:00:00
Trumbo (2015),1687574,377920,0,Drama,2015-11-06 00:00:00
Mortdecai,4200586,39579561,60000000,Action Comedy,2015-01-23 00:00:00
While We're Young,1666072,9699824,0,Comedy / Drama,2015-03-27 00:00:00
I'll See You In My Dreams,52091,0,0,Comedy / Drama,2015-05-15 00:00:00
The Green Inferno,3520626,0,5000000,Horror,2015-09-25 00:00:00
Our Brand Is Crisis (2015),3238433,0,28000000,Comedy / Drama,2015-10-30 00:00:00
Grandma (2015),1616641,106928,0,Comedy,2015-08-21 00:00:00
Me and Earl and the Dying Girl,1443299,2316333,8000000,Drama,2015-06-12 00:00:00
Baahubali:The Beginning,3575000,0,0,Action / Adventure,2015-07-09 00:00:00
Bajirao Mastani,1744975,0,0,Drama,2015-12-18 00:00:00
Little Boy,2750356,0,0,Drama,2015-04-24 00:00:00
The Loft,2747342,4074106,0,Thriller,2015-01-30 00:00:00
Victor Frankenstein,2469341,28452222,0,Drama,2015-11-25 00:00:00
Danny Collins,1551617,0,10000000,Comedy / Drama,2015-03-20 00:00:00
Dilwale,1920402,0,0,Action Comedy,2015-12-17 00:00:00
90 Minutes in Heaven,2035273,0,5000000,Drama,2015-09-11 00:00:00
True Story,1950214,0,0,Drama,2015-04-17 00:00:00
Suffragette,76244,11300000,0,Drama,2015-10-23 00:00:00
Prem Ratan Dhan Payo,2425585,48192185,0,Musical,2015-11-12 00:00:00
45 Years,65775,0,0,Drama,2015-12-23 00:00:00
The Water Diviner,1220335,11340000,0,War Drama,2015-04-24 00:00:00
Irrational Man,1011346,23360724,0,Comedy,2015-07-17 00:00:00
Anomalisa,135222,0,8000000,Animation,2015-12-30 00:00:00
Scouts Guide to the Zombie Apocalypse,1841007,11157720,15000000,Horror Comedy,2015-10-30 00:00:00
A La Mala,1402118,0,0,Foreign,2015-02-27 00:00:00
Spare Parts,1335768,0,0,Family,2015-01-16 00:00:00
We Are Your Friends,1767308,7530673,0,Drama,2015-08-28 00:00:00
What We Do in the Shadows,88940,2794000,0,Comedy,2015-02-13 00:00:00
Learning to Drive,66015,0,0,Comedy,2015-08-21 00:00:00
Phoenix (2015),30296,0,0,Foreign,2015-07-24 00:00:00
Wild Tales,85100,23900000,0,Foreign,2015-02-20 00:00:00
Dil Dhadakne Do,1326267,0,0,Drama,2015-06-05 00:00:00
Ladrones,1411031,0,0,Comedy,2015-10-09 00:00:00
Tanu Weds Manu Returns,1006476,0,0,Romantic Comedy,2015-05-22 00:00:00
Rock The Kasbah,1470592,0,0,Comedy / Drama,2015-10-23 00:00:00
The End of the Tour,123238,0,0,Drama,2015-07-31 00:00:00
Youth,78085,0,0,Drama,2015-12-04 00:00:00
He Named Me Malala,61808,97068,0,Documentary,2015-10-02 00:00:00
Chi-Raq,1198453,0,0,Comedy / Drama,2015-12-04 00:00:00
Captive (2015),1393243,218207,0,Thriller,2015-09-18 00:00:00
Truth,942167,0,0,Drama,2015-10-16 00:00:00
Mistress America,93206,0,0,Comedy,2015-08-14 00:00:00
Pawn Sacrifice,1207124,2908516,0,Drama,2015-09-16 00:00:00
2015 Oscar Nominated Short Films,416850,0,0,Unknown,2015-01-30 00:00:00
Meru,91279,0,0,Documentary,2015-08-14 00:00:00
WARx2,30931,0,0,Documentary,2015-09-18 00:00:00
My All American,1365000,0,0,Drama,2015-11-13 00:00:00
Jem and the Holograms,1375320,149044,5000000,Musical,2015-10-23 00:00:00
Tamasha,1006059,0,0,Comedy / Drama,2015-11-25 00:00:00
Cake,916179,0,0,Drama,2015-01-23 00:00:00
Old Fashioned,38965,0,0,Romance,2015-02-06 00:00:00
Assassination (2015),287700,0,0,Drama / Thriller,2015-08-07 00:00:00
Game of Thrones (IMAX),1464932,0,0,Fantasy,2015-01-30 00:00:00
Legend,86836,41100000,0,Crime Drama,2015-11-20 00:00:00
Clouds of Sils Maria,61810,0,0,Drama,2015-04-10 00:00:00
Testament of Youth,53000,0,0,Drama,2015-06-05 00:00:00
Piku,941490,0,0,Comedy,2015-05-08 00:00:00
The Vatican Tapes,832271,0,0,Horror,2015-07-24 00:00:00
Son of Saul,37930,0,0,Drama,2015-12-18 00:00:00
Meet the Patels,72180,0,0,Comedy,2015-09-11 00:00:00
Back to the Future Day,1650000,3200000,0,Action Comedy,2015-10-21 00:00:00
The Letters,700683,0,0,Drama,2015-12-04 00:00:00
The Diary of a Teenage Girl,445487,0,0,Drama,2015-08-07 00:00:00
I (2015),771312,0,0,Foreign,2015-01-13 00:00:00
Infinitely Polar Bear,47000,0,0,Comedy / Drama,2015-06-19 00:00:00
Mr. Six,332117,137775895,0,Action,2015-12-24 00:00:00
99 Homes,680078,0,8000000,Thriller,2015-09-25 00:00:00
Welcome Back,714235,0,0,Action Thriller,2015-09-04 00:00:00
The Cokeville Miracle,159468,0,0,Drama,2015-06-05 00:00:00
The Salt of the Earth,44900,0,0,Documentary,2015-03-27 00:00:00
Iris (2015),57254,0,0,Documentary,2015-04-29 00:00:00
Lost in Hong Kong,537736,254981631,0,Comedy,2015-09-25 00:00:00
The Wolfpack,43920,0,0,Documentary,2015-06-12 00:00:00
Goodbye Mr. Loser,363949,226829302,0,Comedy,2015-10-09 00:00:00
'71,55761,355000,0,War Drama,2015-02-27 00:00:00
Mojin:The Lost Legend,279974,258124638,37000000,Action / Adventure,2015-12-18 00:00:00
Beyond the Mask,18801,0,0,Action Drama,2015-04-06 00:00:00
Child 44,621812,11726763,0,Drama,2015-04-17 00:00:00
Veteran,371754,0,0,Action Comedy,2015-09-18 00:00:00
Goodnight Mommy,63641,0,0,Horror Thriller,2015-09-11 00:00:00
Black Sea,37675,0,0,Thriller,2015-01-23 00:00:00
Miss You Already,552506,0,0,Drama,2015-11-06 00:00:00
Where Hope Grows,457287,0,0,Drama,2015-05-15 00:00:00
Macbeth (2015),69833,15211360,0,Drama,2015-12-04 00:00:00
The Overnight,53022,0,0,Comedy,2015-06-19 00:00:00
Timbuktu,45110,0,0,Foreign,2015-01-28 00:00:00
Dior and I,45772,0,0,Documentary,2015-04-10 00:00:00
5 Flights Up,238491,0,0,Drama,2015-05-08 00:00:00
Big Stone Gap,362422,0,0,Romantic Comedy,2015-10-09 00:00:00
Faith of Our Fathers,438000,0,0,Drama,2015-07-01 00:00:00
Gett:The Trial of Viviane Amsalem,24210,0,0,Foreign,2015-02-13 00:00:00
The 100-Year Old Man Who Climbed Out the Window and Disappeared,944193,50186000,9100000,Foreign,2015-05-01 00:00:00
Patterns of Evidence:The Exodus,0,0,0,Documentary,2015-01-19 00:00:00
Boruto:Naruto the Movie,380419,0,0,Animation,2015-10-10 00:00:00
Singh is Bling,487040,0,0,Action Comedy,2015-10-02 00:00:00
Best of Enemies,50378,0,0,Documentary,2015-07-31 00:00:00
ABCD (Any Body Can Dance) 2,444195,0,0,Musical,2015-06-19 00:00:00
Mustang,20321,0,0,Drama,2015-11-20 00:00:00
Sleeping with Other People,89102,2394685,0,Comedy,2015-09-11 00:00:00
The Wrecking Crew,56858,0,0,Drama,2015-03-13 00:00:00
Labyrinth of Lies,22101,0,0,Foreign,2015-09-30 00:00:00
Seymour:An Introduction,26587,0,0,Documentary,2015-03-13 00:00:00
Once I Was a Beehive,48409,0,0,Comedy / Drama,2015-08-14 00:00:00
Cartel Land,15581,421721,0,Documentary,2015-07-03 00:00:00
Tangerine,60683,0,0,Comedy / Drama,2015-07-10 00:00:00
The Himalayas,13387,49843280,0,Drama,2015-12-18 00:00:00
Red Army,20100,0,0,Documentary,2015-01-23 00:00:00
The D Train,447661,101629,0,Comedy,2015-05-08 00:00:00
The Stanford Prison Experiment,37514,0,0,Thriller,2015-07-17 00:00:00
The Assassin,47892,0,0,Action Drama,2015-10-16 00:00:00
"Kumiko, The Treasure Hunter",34114,0,0,Adventure Comedy,2015-03-18 00:00:00
Brothers:Blood Against Blood,357404,17244164,0,Action Drama,2015-08-14 00:00:00
Welcome to Me,34920,0,0,Comedy / Drama,2015-05-01 00:00:00
Detective Byomkesh Bakshy,338637,0,0,Thriller,2015-04-03 00:00:00
Freeheld,37983,0,0,Drama,2015-10-02 00:00:00
When Marnie Was There,27388,0,0,Animation,2015-05-22 00:00:00
Jimmy's Hall,19881,2606000,0,Historical Drama,2015-07-03 00:00:00
A Little Chaos,181791,9526450,0,Drama,2015-06-26 00:00:00
Remember,27006,802051,0,Drama / Thriller,2015-10-16 00:00:00
By the Sea,96250,2796467,10000000,Drama,2015-11-13 00:00:00
Gabbar is Back,279429,0,0,Foreign,2015-05-01 00:00:00
The Last - Naruto the Movie,179370,0,0,Animation,2015-02-20 00:00:00
Shaandaar,384685,7762198,0,Romantic Comedy,2015-10-22 00:00:00
Black Panthers:Vanguard of the Revolution,20215,67216,0,Documentary,2015-09-02 00:00:00
Deli Man,37321,0,0,Documentary,2015-02-27 00:00:00
Peggy Guggenheim Art Addict,22258,0,0,Documentary,2015-11-06 00:00:00
Steve Jobs:The Man in the Machine,140064,0,0,Documentary,2015-09-04 00:00:00
Phantom (2015),266756,0,0,Action Drama,2015-08-28 00:00:00
Somewhere Only We Know,304934,0,0,Foreign,2015-02-13 00:00:00
Brotherly Love,246902,0,0,Drama,2015-04-24 00:00:00
About Elly,13180,0,0,Drama,2015-04-08 00:00:00
Let's Get Married,180929,0,0,Foreign,2015-04-03 00:00:00
Bombay Velvet,390774,0,0,Drama,2015-05-15 00:00:00
Attack on Titan:Part 1,0,0,0,Animation,2015-09-30 00:00:00
The Third Man (2015 re-release),24832,0,0,Drama / Thriller,2015-06-26 00:00:00
Felix and Meira,15000,0,0,Foreign,2015-04-17 00:00:00
Rosenwald,7902,0,0,Documentary,2015-08-14 00:00:00
Saint Laurent,36000,0,0,Foreign,2015-05-08 00:00:00
Listen to Me Marlon,30068,0,0,Documentary,2015-07-29 00:00:00
Heart of a Dog,13893,0,0,Documentary,2015-10-21 00:00:00
The Witness (Wo shi zheng ren),194736,0,0,Drama,2015-10-30 00:00:00
Janis:Little Girl Blue,21861,1220224,0,Documentary,2015-11-27 00:00:00
Unbranded,141416,0,0,Documentary,2015-09-25 00:00:00
Badlapur,227759,0,0,Foreign,2015-02-20 00:00:00
The Hunting Ground,22464,0,0,Documentary,2015-02-27 00:00:00
The Apu Trilogy,16064,0,0,Drama,2015-05-08 00:00:00
Freetown,118553,0,0,Action,2015-04-08 00:00:00
Coming Home (2015),26361,46400000,0,Foreign,2015-09-09 00:00:00
The Second Mother,24086,0,0,Foreign,2015-08-28 00:00:00
Kahlil Gibran's The Prophet (Gathr),0,0,0,Animation,2015-10-01 00:00:00
Katti Batti,239816,0,0,Romantic Comedy,2015-09-18 00:00:00
Kahlil Gibran's The Prophet,27435,0,0,Animation,2015-08-07 00:00:00
Effie Gray,161728,0,0,Drama,2015-04-03 00:00:00
Maps to the Stars,143422,987624,0,Drama,2015-02-27 00:00:00
Noble,231319,0,0,Drama,2015-05-08 00:00:00
Talvar,144713,0,0,Crime Thriller,2015-10-02 00:00:00
Northern Limit Line,108255,0,0,War Drama,2015-07-17 00:00:00
Ballet 422,27653,0,0,Documentary,2015-02-06 00:00:00
Shamitabh,241720,0,0,Foreign,2015-02-06 00:00:00
Jafar Panahi's Taxi,22531,0,0,Drama,2015-10-02 00:00:00
Good Kill,17750,0,0,Drama,2015-05-15 00:00:00
David and Goliath,154901,0,0,Thriller,2015-04-03 00:00:00
Running Man (2015),186926,0,0,Foreign,2015-01-30 00:00:00
Merchants of Doubt,20300,0,0,Documentary,2015-03-06 00:00:00
Attack on Titan:Part 2,12861,0,0,Action Fantasy,2015-10-20 00:00:00
NH10,149546,0,0,Foreign,2015-03-13 00:00:00
The Man in 3B,109043,0,0,Drama,2015-11-06 00:00:00
Above and Beyond,6448,0,0,Documentary,2015-01-30 00:00:00
Go Away Mr. Tumor,50036,21500000,0,Comedy,2015-08-14 00:00:00
Theeb,9181,0,0,Adventure,2015-11-06 00:00:00
White God,16139,0,0,Foreign,2015-03-27 00:00:00
A Borrowed Identity,10308,0,0,Drama,2015-06-26 00:00:00
In the Name of my Daughter,14294,0,0,Foreign,2015-05-15 00:00:00
Hitchcock/Truffaut,28178,0,0,Documentary,2015-12-02 00:00:00
Love (2015),29301,0,3000000,Drama,2015-10-30 00:00:00
Carter High,87274,0,0,Drama,2015-10-30 00:00:00
Tevar,171026,0,0,Foreign,2015-01-09 00:00:00
Hamari Adhuri Kahani,131263,4190000,0,Drama,2015-06-12 00:00:00
20 Once Again,92827,0,0,Foreign,2015-01-16 00:00:00
Slow West,67003,0,0,Action Thriller,2015-05-20 00:00:00
The Taking of Tiger Mountain,50621,0,0,Foreign / Action,2015-01-02 00:00:00
A Royal Night Out,100847,0,0,Drama,2015-12-04 00:00:00
A Pigeon Sat on a Branch Reflecting on Existence,25313,0,0,Comedy / Drama,2015-06-03 00:00:00
Pyaar Ka Punchnama 2,107536,0,0,Comedy,2015-10-16 00:00:00
Chocolate City,98829,0,0,Drama,2015-05-22 00:00:00
Fall in Love Like a Star,120074,0,0,Romance,2015-12-04 00:00:00
Wolf Totem,210591,125588448,38000000,Adventure,2015-09-11 00:00:00
Dark Places,0,0,0,Drama / Thriller,2015-08-07 00:00:00
Heneral Luna,15485,0,0,Action,2015-10-30 00:00:00
Escobar:Paradise Lost,106869,3562536,0,Romantic Thriller,2015-06-26 00:00:00
Gemma Bovery,19095,0,0,Comedy,2015-05-29 00:00:00
The Connection,10335,0,0,Foreign,2015-05-15 00:00:00
Love and Lost (Shi Gu),86048,0,0,Foreign,2015-03-20 00:00:00
Stonewall (2015),112834,0,0,Drama,2015-09-25 00:00:00
Maggie,131175,0,0,Drama / Thriller,2015-05-08 00:00:00
Detective K:Secret of the Lost Island,57663,0,0,Foreign,2015-03-06 00:00:00
The Priests,0,0,0,Crime,2015-11-26 00:00:00
Lambert & Stamp,13500,0,0,Documentary,2015-04-03 00:00:00
An Honest Liar,13821,0,0,Documentary,2015-03-06 00:00:00
Serena,100090,4899231,0,Drama,2015-03-27 00:00:00
The Young & Prodigious T.S. Spivet,33658,9321225,0,Adventure,2015-07-31 00:00:00
The Farewell Party,7616,0,0,Foreign,2015-05-22 00:00:00
All Things Must Pass,19001,0,0,Documentary,2015-10-16 00:00:00
A Brilliant Young Mind,31408,0,0,Comedy / Drama,2015-09-11 00:00:00
Time Out of Mind,18934,0,0,Drama,2015-09-09 00:00:00
Snow Girl and the Dark Crystal,73817,0,0,Foreign,2015-02-27 00:00:00
3 Hearts,11794,0,0,Foreign,2015-03-13 00:00:00
C'Est Si Bon,0,0,0,Foreign,2015-02-13 00:00:00
The Last Women Standing,73344,0,0,Romantic Comedy,2015-11-11 00:00:00
5 to 7,18006,0,0,Romance,2015-04-03 00:00:00
After The Ball,31718,0,0,Romantic Comedy,2015-02-27 00:00:00
Human Capital,0,0,0,Foreign,2015-01-09 00:00:00
Hell and Back,104374,0,0,Animation,2015-10-02 00:00:00
Experimenter,8682,0,0,Drama,2015-10-16 00:00:00
Desert Dancer,40763,0,0,Drama,2015-04-10 00:00:00
"Buen Dia, Ramon",51105,4469655,0,Foreign,2015-01-30 00:00:00
Backstreet Boys:Show 'Em What You're Made Of,153068,0,0,Documentary,2015-01-30 00:00:00
Samba,24588,0,0,Foreign,2015-07-24 00:00:00
The Tribe,11094,0,0,Foreign,2015-06-17 00:00:00
Forever Young (2015),70047,0,0,Romance,2015-07-10 00:00:00
The New Girlfriend,39035,0,0,Drama,2015-09-18 00:00:00
The Last 5 Years,42042,0,0,Musical,2015-02-13 00:00:00
Tangerines,5180,0,0,Foreign,2015-04-17 00:00:00
Yellow Day (2015),26260,0,0,Family,2015-12-11 00:00:00
Manglehorn,11227,0,0,Drama,2015-06-19 00:00:00
Ingrid Bergman:In Her Own Words,8355,0,0,Documentary,2015-11-13 00:00:00
Twenty (2015),0,0,0,Foreign,2015-04-17 00:00:00
La Sapienza,0,0,0,Drama,2015-03-20 00:00:00
Cop Car,26146,0,0,Thriller,2015-08-07 00:00:00
Don't Think I've Forgotten:Cambodia's Lost Rock and Roll,19206,0,0,Documentary,2015-04-22 00:00:00
Devil and Angel (E Gun Tian Shi),44855,98468884,0,Comedy,2015-12-31 00:00:00
Mississippi Grind,12434,0,0,Drama,2015-09-25 00:00:00
Kung Fu Killer,58664,10002000,0,Foreign / Action,2015-04-24 00:00:00
Boy and the World,10077,0,0,Animation,2015-12-11 00:00:00
A Journey Through Time with Anthony,55292,0,0,Drama,2015-11-18 00:00:00
Boulevard,7000,0,0,Drama,2015-07-10 00:00:00
A Ballerina's Tale,9388,0,0,Documentary,2015-10-14 00:00:00
Z for Zachariah,56902,0,0,Drama,2015-08-28 00:00:00
In Jackson Heights,15150,0,0,Documentary,2015-11-04 00:00:00
Do I Sound Gay?,10461,0,0,Documentary,2015-07-10 00:00:00
Digging for Fire,25000,0,0,Drama,2015-08-21 00:00:00
Love Live! The School Idol Movie,115840,0,0,Animation,2015-09-11 00:00:00
Road Hard,105943,0,0,Comedy,2015-03-06 00:00:00
She's Funny That Way,0,0,0,Comedy,2015-08-21 00:00:00
1915,30448,0,0,Drama,2015-04-17 00:00:00
Memories of the Sword,50240,0,0,Action,2015-08-28 00:00:00
Roar!,15064,0,0,Drama,2015-04-15 00:00:00
The Look of Silence,6616,0,0,Documentary,2015-07-17 00:00:00
Adult Beginners,36657,0,0,Comedy / Drama,2015-04-24 00:00:00
The Beauty Inside,50536,0,0,Drama,2015-09-11 00:00:00
The Chronicles of Evil,0,0,0,Crime Thriller,2015-05-15 00:00:00
Results,17782,0,0,Comedy,2015-05-29 00:00:00
Every Secret Thing,97020,0,0,Drama,2015-05-15 00:00:00
A LEGO Brickumentary,43285,0,0,Documentary,2015-07-31 00:00:00
Man From Reno,15158,0,0,Thriller,2015-03-27 00:00:00
James White,12007,0,0,Drama,2015-11-13 00:00:00
Ghost in the Shell:The New Movie,0,0,0,Animation,2015-11-10 00:00:00
Black Souls (Anime Nere),6286,0,0,Crime Drama,2015-04-10 00:00:00
A Poem Is a Naked Person (2015 re-issue),5526,0,0,Documentary,2015-07-01 00:00:00
Saving Mr. Wu,0,0,0,Action Thriller,2015-10-02 00:00:00
The Tales of Hoffmann (2015 re-issue),23340,0,0,Musical,2015-03-13 00:00:00
Christmas Eve,45260,0,0,Comedy,2015-12-04 00:00:00
Queen of Earth,11360,0,0,Drama / Thriller,2015-08-26 00:00:00
Legends from the Sky,18168,0,0,Sci-Fi,2015-01-30 00:00:00
Beasts of No Nation,51003,0,0,Drama,2015-10-16 00:00:00
Hero (2015),58445,0,0,Action Drama,2015-09-11 00:00:00
Sunshine Superman,8991,0,0,Documentary,2015-05-22 00:00:00
Tab Hunter Confidential,9945,0,0,Documentary,2015-10-16 00:00:00
Trace Amounts,0,0,0,Documentary,2015-01-02 00:00:00
Heaven Knows What,16862,0,0,Drama,2015-05-29 00:00:00
Nasty Baby,8023,0,0,Drama,2015-10-23 00:00:00
Blackbird,45834,0,0,Drama,2015-04-24 00:00:00
Batkid Begins,19437,0,0,Documentary,2015-06-26 00:00:00
Dragon Blade,30346,121471635,0,Action / Adventure,2015-09-04 00:00:00
The Wonders,0,0,0,Drama,2015-10-30 00:00:00
Freaks of Nature,42713,0,0,Comedy,2015-10-30 00:00:00
